Evaluation/NumEpisodes,Evaluation/StdReturn,Evaluation/MinReturn,Evaluation/AverageDiscountedReturn,Evaluation/MaxReturn,Evaluation/AverageReturn,TotalEnvSteps,Evaluation/Iteration,Evaluation/TerminationRate
379,30.63557397345517,44.428566726767414,92.19376423031395,249.0562748681836,97.1210663073431,308308,76,1.0
372,32.74963179011742,44.81561690255242,93.73552719547597,238.98655902690365,98.89540220928404,312309,77,1.0
370,35.02379679148577,35.939188903730596,94.1376370197464,295.7189992768499,99.42048196100478,316311,78,1.0
367,31.38816894728311,54.39401986967705,95.23097849298,222.24840627932727,100.50836725997235,320324,79,1.0
389,28.04551948346856,54.54370805466247,90.15292915097098,250.59256481816223,94.7871971719158,324336,80,1.0
379,29.642584961867527,45.07059926672515,92.42310827549566,257.67190426109886,97.34366747565124,328351,81,1.0
366,31.34978682035056,54.301027216503016,95.40293563642625,239.49829571368093,100.69729910805762,332360,82,1.0
365,31.34695076813051,35.76210375707794,95.47438882834892,231.88181539879034,100.77464929989863,336360,83,1.0
354,33.89152532534838,54.715431314270745,98.25330967766124,249.8567324704675,103.95009931334181,340362,84,1.0
355,33.24634163763613,54.49373710409351,98.00086704657028,267.0512226368645,103.64590677732836,344364,85,1.0
353,35.46606898389717,53.70938651948593,98.74476158008578,259.7792172323878,104.55358371485947,348377,86,1.0
366,35.99484905976329,44.81477272278741,95.18032171117949,360.95201509430376,100.60648467109402,352382,87,1.0
354,38.044911558232656,54.14728775040037,98.1646515254628,380.2965051618024,103.99982152363181,356385,88,1.0
354,34.56752997477211,63.50438201632669,98.19421984044043,259.42335689776075,103.90869303628385,360385,89,1.0
363,33.672742638390616,54.02927437531959,96.024707059696,238.14999161549466,101.46756044740148,364392,90,1.0
362,34.26231281382451,44.82797421227257,96.16885460432395,257.3301640882481,101.64598696020825,368395,91,1.0
364,32.62440313757494,54.62613484548761,95.80742456901874,257.88059826881226,101.18758260201747,372401,92,1.0
347,35.749693981160824,53.8248013314887,100.06508065765158,258.8410766523625,106.03675275548775,376402,93,1.0
359,34.734413002646136,63.55840265098446,96.91857331958781,248.4700232849931,102.49486916619355,380404,94,1.0
356,33.595073502047455,45.00931489017561,97.67870999626011,231.61859392167528,103.30348418502624,384404,95,1.0
348,38.92967145902008,63.44943891342558,99.7407589753573,333.37451406035916,105.79376014122715,388408,96,1.0
357,35.01329794342168,44.84888787792127,97.35849640554488,312.2960222853306,102.99426786648753,392408,97,1.0
346,35.82701248507686,45.42045153070527,100.31511745205559,330.7766389028049,106.3179665719125,396408,98,1.0
352,37.971505338971774,54.16753413709625,98.79814184603839,274.898045276837,104.71219570029645,400418,99,1.0
363,31.97674856955029,45.002585429533625,96.11477154191331,230.66597560379876,101.5094708389108,404428,100,1.0
344,39.66004444559909,44.924863100348006,100.76287708421282,313.8750117042894,106.96434538813442,408429,101,1.0
355,36.634758470724094,54.13896343081852,97.8019484811046,294.80040313880335,103.54725659774228,412429,102,1.0
361,34.06373746647364,54.12262724747944,96.34213914661777,249.53769338140663,101.8345648415239,416430,103,1.0
356,34.650631602689785,53.91885668397615,97.78155178402173,229.32468666195894,103.45655183778982,420438,104,1.0
354,33.493420834494394,45.08054686593441,98.28429404501996,240.58777439024755,103.96893858672028,424440,105,1.0
354,32.23121119441767,45.280756712541155,98.28354418314355,239.33987811915807,103.92712109698319,428442,106,1.0
349,35.85436406076608,54.45708762483931,99.57656377739458,239.43176515917662,105.495926537304,432445,107,1.0
355,35.602031996491846,54.51275153106957,97.92876213429247,351.4180791403225,103.64637147934647,436447,108,1.0
367,30.51176763215204,53.83532883017671,95.07232996839402,250.04474792577756,100.30258016644122,440451,109,1.0
357,36.509630329288214,44.60688838700318,97.42640069523891,313.9924125888048,103.12522992418731,444455,110,1.0
363,33.55292859530843,54.12084342135389,96.166972788072,296.0785660013353,101.61662108034294,448466,111,1.0
355,36.42681245209306,45.16346840125277,98.02859373023914,267.65325659423314,103.7916993366083,452473,112,1.0
348,36.35751052064222,62.80163966829747,100.06005474965053,239.56985639466083,106.05515040822617,456487,113,1.0
350,36.66076587744346,54.74598984627311,99.28921888173271,278.3391874017526,105.20458344072073,460490,114,1.0
355,34.74865078208242,63.35896649812628,98.03915106795792,268.67798853806744,103.73927440973492,464495,115,1.0
356,34.28870725082467,54.84951939985606,97.87769175399569,267.0380741630476,103.54802289116546,468505,116,1.0
358,32.579908697414176,44.911073181170124,97.25653434771982,250.06645367436175,102.79566194846451,472508,117,1.0
354,36.17142441095376,44.55481436983157,98.27018329635264,267.8638767745059,104.05134196624172,476513,118,1.0
365,31.56214736214602,62.679939283038024,95.575526208893,247.04407762147198,100.89291667515171,480519,119,1.0
347,39.37706165790626,54.47595333387991,99.96110930072736,300.7528780261643,106.06457036169516,484523,120,1.0
357,34.26672826978349,35.852819820157876,97.70526534686448,240.14392983480738,103.35282900794624,488535,121,1.0
360,32.24261875250624,44.89854887173776,96.75868879822558,239.0047194120224,102.23107103174144,492538,122,1.0
352,36.77110051947251,54.4209808818857,98.89690946772701,286.42201387156825,104.77009638685554,496548,123,1.0
351,35.03081716068942,54.115633620606495,98.9723489860806,258.0947029735653,104.7934966466998,500548,124,1.0
359,31.92057709122795,45.17083107511702,97.10909978342984,231.44281703486377,102.60884629631398,504554,125,1.0
346,39.18018698700899,54.31908241922803,100.28446126844341,324.56594525332844,106.41203060098574,508558,126,1.0
352,33.70174284698348,63.68599671571147,98.85499761200923,287.60042445829765,104.61272462755981,512564,127,1.0
347,34.45766167455904,54.324350818082934,100.14434278707625,248.75049683643098,106.07826052852982,516567,128,1.0
353,36.86175561682146,54.417638448227436,98.48022739840165,295.9061379774258,104.30852631421304,520570,129,1.0
345,36.97491067418077,54.54459280768409,100.55634495129455,277.50369823977536,106.6324330447051,524571,130,1.0
345,37.740288240077014,45.075967202043756,100.65981242754096,259.1131103704694,106.77683587817131,528576,131,1.0
338,39.97575942708794,63.35698414324267,102.70818065761233,323.167886397724,109.15125494326463,532586,132,1.0
348,38.589930424676396,63.457717496291465,99.79489131185281,315.5283087373933,105.83723137429985,536590,133,1.0
347,36.96055953544124,45.047341658946436,100.32484606977171,249.32431776405267,106.37418843522013,540604,134,1.0
336,37.93284920194237,63.22231665554288,103.16642611185087,277.61444825180115,109.58889709448732,544608,135,1.0
355,32.931948321327134,54.65257698897214,97.9548934788431,222.25561898545322,103.58750297504278,548608,136,1.0
348,39.51931941762564,54.58004888281801,99.7384365519054,277.69957028063436,105.81988014750434,552613,137,1.0
346,33.45392910253142,62.918947420001565,100.4390383605769,286.2868766227742,106.37085413149575,556615,138,1.0
354,33.148104409837174,63.5040370051629,98.25052684343788,267.3750271846768,103.9205328538644,560616,139,1.0
340,38.46566559497266,63.69683058017361,101.98725623854727,267.4803308453167,108.28959256817544,564619,140,1.0
354,33.18793314681246,63.849204733886914,98.3475733982456,240.7537430774439,104.03074328981317,568624,141,1.0
346,35.47727354407249,54.47389408600354,100.46731444912956,240.8212690635073,106.47867068111216,572632,142,1.0
349,37.522499770503316,44.448886012386915,99.67224977747117,296.2007987279233,105.66559348453457,576643,143,1.0
352,33.70000642924812,54.57138739855379,98.84458689190602,239.0134817429574,104.60256224522271,580648,144,1.0
348,38.90801888590986,53.98949347529432,99.98139687623178,286.3032151254301,106.06725258163489,584663,145,1.0
352,34.377951019083824,45.07665166316782,98.93627566114486,285.9113573739165,104.72970860141177,588673,146,1.0
352,38.44931608803703,54.259298944456035,98.73180602081638,341.1215051537276,104.65163833692968,592681,147,1.0
347,38.51094035393557,35.90777026205528,100.01680296421016,303.79036083702954,106.0878538827306,596685,148,1.0
347,36.285915692114784,54.2782532649368,100.02950905206865,229.58244372087177,106.01925052545482,600686,149,1.0
337,40.05907418151356,44.74419864222716,102.90602546684613,295.74099301656946,109.38043717101948,604694,150,1.0
339,41.486203430054985,54.62432121858847,102.14766181645523,305.48804467153394,108.59124626660848,608698,151,1.0
355,34.462071857643174,63.274705783412585,98.01915024366834,277.350306728203,103.7094329007483,612702,152,1.0
338,38.214110132777805,63.46214491827946,102.62821762757774,246.47012649919998,108.99592809720063,616708,153,1.0
348,36.23660297718615,45.00892156162872,99.77617367702823,276.5650065625906,105.73358678782536,620710,154,1.0
357,35.97061195403745,54.23254095278433,97.48594998814924,295.9445185990975,103.17066818109943,624716,155,1.0
353,34.04965365726522,54.00575134828141,98.5981546432307,267.8307273277233,104.33905704583297,628723,156,1.0
352,37.1609416369072,63.724050396665135,98.73974420362778,368.4186422355176,104.60905651920255,632727,157,1.0
353,35.57153200012791,54.503574167932186,98.44941963661508,269.18350693680316,104.22633312880065,636728,158,1.0
357,33.78184424535891,44.86490228917258,97.46794872132301,274.5497698271026,103.072348565167,640731,159,1.0
353,35.22057902582116,63.540714667472926,98.45893659866701,293.98871762306686,104.22234940556032,644731,160,1.0
372,30.089976387338073,54.651597901490945,93.91763277951712,286.3823647980779,99.00856619494307,648738,161,1.0
367,32.5456646307902,54.32300822008301,95.09090820652371,286.7613742742144,100.3883119865973,652745,162,1.0
366,33.45109864859679,54.61816411560044,95.32986549977497,286.60278878073757,100.68327852947846,656753,163,1.0
366,30.631143005207516,63.093233725595375,95.27297667136126,230.47580011103796,100.52596244751781,660753,164,1.0
364,32.73114432493136,54.503404813802064,95.95537463420807,277.57057757820786,101.35324069992218,664765,165,1.0
365,32.36580945110004,63.36011521697964,95.56751074910882,277.28902117922195,100.91165977568646,668770,166,1.0
359,32.840669531421604,63.389363860219106,97.1190643469304,237.89455424026858,102.65052829673154,672776,167,1.0
356,33.44022858585204,54.573219775069376,97.83683003008706,278.26638528669133,103.4683770684314,676781,168,1.0
358,33.895633910479205,54.340362769464335,97.29521495543365,238.1624131423508,102.88700430884079,680788,169,1.0
358,30.493712456923625,54.53028062720163,97.76142867405936,222.30793599049846,103.28849236935501,684809,170,1.0
357,37.997898362559916,54.577595321075904,97.30963863259969,343.1609832529786,103.05116962134433,688811,171,1.0
336,38.14608767599898,54.67971695018629,103.3836561158039,277.3886447513848,109.83814472736098,692823,172,1.0
349,37.11550040197046,45.03964085651532,99.44085588615208,267.80782064583735,105.39187686860397,696823,173,1.0
356,33.206013808405594,63.69165225827142,97.91844088094051,324.3025814940956,103.5507474714544,700831,174,1.0
343,38.055927884677324,54.54143483531885,101.2287438886887,312.68800769267096,107.41994434616609,704836,175,1.0
351,35.491306796486406,63.780774687127796,99.11319971968828,241.2299360229404,104.96590340153583,708842,176,1.0
357,34.50334618353168,63.52987898955596,97.73774146856056,267.6881979670052,103.39752726735738,712856,177,1.0
344,35.99032946034054,63.526197831832214,101.00787528860141,322.8073961637473,107.09565963261828,716861,178,1.0
348,36.33879784271097,63.52654347106247,99.84565041204569,259.55483361125056,105.8161734243262,720866,179,1.0
353,32.95757468509684,54.038011972745565,98.65740679731032,240.67176966332704,104.36875338686279,724873,180,1.0
347,36.37875545056191,54.66827827684061,100.05036991436782,277.2279775842051,106.0419090338027,728873,181,1.0
349,36.33167991712416,63.76797817839287,99.59764455752773,257.78136732283326,105.53582402203918,732876,182,1.0
353,34.73018883655132,63.89667854217147,98.67873090809923,258.15539981934626,104.4522885199311,736885,183,1.0
345,36.92245669079981,54.2178429708006,100.62295770830988,276.958197955454,106.70412940851436,740889,184,1.0
355,35.996383095532,54.56375070609266,97.94555236931606,286.3646948871802,103.68308184194562,744892,185,1.0
349,34.25140164014043,44.800090858003664,99.60467363997479,250.4515976936265,105.46830283352382,748894,186,1.0
337,39.510956073745874,63.497269903525876,102.89857599001657,259.04149940014787,109.35261927514541,752901,187,1.0
348,34.943213679068194,54.23941732423344,99.88356355799073,249.28700776086964,105.80526946183429,756905,188,1.0
358,35.56362893169699,54.597241912462394,97.26025599628433,287.26636158808225,102.90565570579021,760912,189,1.0
353,33.59317025050039,63.56076457276313,98.82464195314182,259.85141961445976,104.57558281190323,764925,190,1.0
341,39.38059068762511,45.223628536668954,101.8686838686035,267.1362977921848,108.19075792060082,768935,191,1.0
351,36.07143363073158,63.577841931738135,98.95164603120323,248.75302852708165,104.80936229014911,772936,192,1.0
341,35.62348655912329,63.76499020280397,102.0272877353171,267.12014217852305,108.22247184732933,776948,193,1.0
344,34.25236320295234,63.984717281306715,101.04942186455837,239.6957217764518,107.08030345144726,780952,194,1.0
349,36.23884048446105,63.37754274022547,99.55493943035948,275.9663565963071,105.48423176698675,784956,195,1.0
335,40.00504411975548,63.50950525099766,103.75498659150176,296.0597358166633,110.32983887938595,788973,196,1.0
343,35.30006386640814,54.73569821057274,101.24936137110318,285.4843757562125,107.34154054636761,792976,197,1.0
333,38.82583789805701,63.7817663562107,104.1734868662821,258.4296783691467,110.7493539212343,796984,198,1.0
328,39.211463369216645,63.83638869959607,105.55206953534632,286.58804813271036,112.31166745225109,800987,199,1.0
