Evaluation/StdReturn,Evaluation/AverageDiscountedReturn,Evaluation/MinReturn,TotalEnvSteps,Evaluation/TerminationRate,Evaluation/NumEpisodes,Evaluation/MaxReturn,Evaluation/AverageReturn,Evaluation/Iteration
29.96206683747769,88.76835035112158,35.81417928037115,212205,1.0,394,277.5422574218848,93.32361621317649,52
26.510690735312036,87.82271597942696,35.82923249850368,216209,1.0,399,250.00896210684934,92.1820472668881,53
28.612507140707784,88.8386212377991,44.725736543538325,220213,1.0,394,211.93221525226608,93.35961454495518,54
28.636649768495463,88.63436243647983,35.958570365809955,224218,1.0,395,229.31762106943958,93.13575386783828,55
29.085616471942647,89.42220832863408,35.69603778835556,228218,1.0,391,277.50262956216915,94.0141091786158,56
30.551236774836546,91.0007001473444,35.43918948491331,232221,1.0,384,212.65095682405882,95.80303027903237,57
27.201842644826506,88.37729326505082,35.58165574114309,236231,1.0,397,232.0249863378155,92.80969535613852,58
27.924200867221455,90.57611290380132,35.453572625140296,240232,1.0,386,212.83052440613565,95.25441828487924,59
31.273141432432478,93.907941817378,35.718043246434036,244239,1.0,372,249.5701441269603,99.03725535978786,60
28.30229630593168,89.80099263369652,35.828834855327095,248245,1.0,390,238.10925435453782,94.40801580422782,61
30.126137941200184,91.94470189902253,54.04498914270632,252248,1.0,380,231.330248814902,96.82894312564406,62
31.091888372785363,93.29132965335451,53.789076269674965,256249,1.0,374,211.92517003932056,98.34976242489533,63
28.18477202148667,91.7188233736138,44.75641218563423,260250,1.0,381,212.34666545790145,96.52130654118272,64
29.43729230963127,92.94020971050169,35.776238417893836,264256,1.0,376,220.5262827922466,97.90959114985563,65
30.837924778085842,92.3076010207072,35.77048520760191,268256,1.0,378,229.89926694589158,97.2534471300419,66
30.202949095957738,91.29103035900215,45.00661904952946,272262,1.0,383,231.21768844460814,96.1113977988388,67
31.93482169359218,91.34349929468183,36.06944805562057,276272,1.0,383,267.94287088102124,96.22351470632175,68
31.038922979248067,90.07642673334658,35.98092244254143,280273,1.0,388,258.661850094382,94.79460642703724,69
28.65785744600154,90.77695138935776,45.12230272362412,284273,1.0,385,258.10884545470344,95.49407964726292,70
26.219732459025526,89.71567132722251,35.52904337964618,288274,1.0,390,203.7808340862452,94.25685527822723,71
30.84568628661576,93.16823192944712,45.11204712643502,292282,1.0,375,248.1792226343752,98.20581729881664,72
31.00932745482415,93.2674739899262,54.14280517645184,296292,1.0,375,239.63308600234384,98.31901516662167,73
30.45448334723132,92.6681872532916,35.65546108616212,300296,1.0,377,277.80785373863233,97.63814215899004,74
28.084657991332463,91.54061464975543,45.337396949592446,304298,1.0,382,241.09051693590254,96.31935610057134,75
29.266997195111323,93.10253930363959,35.890153466729785,308299,1.0,375,212.94133689576236,98.08333772211192,76
30.272999819245246,92.59504973956177,54.216812041629794,312300,1.0,377,231.5047436733502,97.55292061936424,77
32.86730252505685,93.91299050290634,35.772786168663266,316309,1.0,372,286.1037786836759,99.09451312146226,78
31.888735320985056,94.77380239109414,54.200459710941885,320311,1.0,368,258.5630077414825,100.01442599466246,79
29.781452052500622,92.36905760490437,45.16376174364953,324312,1.0,378,221.2020823224826,97.2877815585897,80
27.572579358908676,92.66280451998794,54.10224847975847,328312,1.0,377,211.4627808449911,97.54551984720645,81
32.57826753286649,94.64503023031102,36.0265283435774,332321,1.0,369,250.6070822501676,99.89560481637761,82
29.951266873273855,91.5154569832194,45.36213186350334,336327,1.0,382,229.03665184205448,96.35277905335907,83
32.079578656801424,96.37415025293492,54.366525228610584,340335,1.0,362,249.61404914674736,101.80025530515145,84
29.576765962245773,92.75361385535746,35.809770331210295,344342,1.0,377,230.0110005755344,97.7060760777673,85
32.69278497388257,94.61965337370684,35.856337726936616,348350,1.0,369,306.39472452608,99.87007176344146,86
32.09302704974549,93.80661224668668,45.06053368254505,352354,1.0,372,286.527190068824,98.95056504374115,87
35.14637539211999,96.16903056216431,44.98088859817284,356356,1.0,362,296.7769607681988,101.67697594743484,88
31.097330340269664,95.24620968552213,54.20472476198803,360368,1.0,367,266.94492394544983,100.51457195048164,89
32.620162059406596,95.39421064586958,35.706272193628216,364377,1.0,366,241.0598708274607,100.72779104129644,90
34.273140643338124,95.7131602570514,54.67006690038407,368381,1.0,364,304.32049556650486,101.13872642154804,91
30.106560030438867,94.67037602474372,35.81256488991022,372387,1.0,369,231.32427730049318,99.84463531156297,92
28.545278476674188,93.01720246278413,44.90540699364399,376393,1.0,376,213.0567290261092,97.96708839680178,93
31.635077189411597,94.75822754719776,54.70694683772418,380395,1.0,368,240.18161232707985,99.99182869051765,94
29.9316975148858,94.2656715096491,54.45732603147704,384405,1.0,371,231.75852767376705,99.38983249603592,95
28.762455220019785,92.72036531200871,63.172651268107344,388409,1.0,377,222.31954967976918,97.64337285974044,96
27.41164074480057,91.64433271860885,44.90571467940205,392416,1.0,382,231.22742555387197,96.4155724540501,97
32.587913184632626,94.74681817118466,44.55535353405959,396418,1.0,368,249.60815009789349,100.00849563223292,98
31.36997878503056,94.06619123322486,44.84992350321693,400421,1.0,371,219.68565941258154,99.21535567086045,99
33.86766183532488,93.78288276519706,36.19336269865021,404425,1.0,372,258.0044620317656,98.98480962253265,100
28.867507809904964,92.3786271605844,35.60793378891384,408434,1.0,379,239.3902873506163,97.26756649198894,101
30.487487798572506,94.01026650376959,45.00150124170638,412435,1.0,371,249.99822459435023,99.12661217168817,102
31.181576345087848,95.0185854555517,35.9950155592113,416438,1.0,367,231.71826767210567,100.2664667660692,103
32.45166723443074,93.49276894755984,44.6253363575919,420440,1.0,373,266.6862958980167,98.61705242221154,104
29.29101984134738,94.14968809807752,54.811622698583705,424444,1.0,371,231.20478634589298,99.24051793097496,105
30.95731922667396,94.78243283031873,44.53641463061733,428447,1.0,368,229.85321222336924,99.99790486540738,106
32.89978985556547,94.38440101102157,45.19171992005216,432466,1.0,371,277.7718086089951,99.61771020636124,107
33.23778811080316,96.28654828393647,44.720922163579246,436471,1.0,362,248.35932485753102,101.74039366706673,108
33.964357532389215,96.60385526135576,54.00171836443115,440479,1.0,361,229.3690955813544,102.1180769924983,109
33.41755311400243,94.67900070982223,54.31089170226298,444480,1.0,368,349.93792015709465,99.95744014816546,110
31.27067946963992,95.0888004858251,54.35537973689921,448484,1.0,367,248.68154437208563,100.3446125197421,111
33.063954272293806,95.95619117413747,54.66220047931814,452485,1.0,363,229.67795494793666,101.36805504833232,112
29.82123307819953,93.71993201668967,54.053561676724776,456492,1.0,373,230.64393506433788,98.78276342820587,113
34.36795694032862,96.45830875042428,54.221944165272376,460495,1.0,361,259.3866297828367,101.97065027934843,114
30.51563514960655,97.91926368186036,54.43761092098513,464510,1.0,357,249.4072415324802,103.46238583383801,115
36.74641024893363,99.68963305231595,54.718699711154265,468519,1.0,349,286.11799084637613,105.65162772527971,116
33.86668821567492,96.66782852545177,63.42877499052226,472529,1.0,361,250.3060334249297,102.18373505895065,117
33.11753793806504,97.89902929001124,63.59099870992567,476535,1.0,356,231.51221840429346,103.52796384622519,118
34.620359962562226,94.53335117550527,54.38917467373116,480541,1.0,369,360.442999377162,99.83622538175966,119
29.96364767352078,98.27761940202494,63.02474688189379,484548,1.0,355,222.3771652864098,103.84360755289525,120
31.43810773837752,98.61809644695003,63.61290703855762,488548,1.0,353,222.56259922914523,104.26913659715282,121
38.79060864507818,99.89785814180779,53.952528124357556,492581,1.0,350,351.4799994259799,105.96246898021357,122
33.9850221653547,98.05295389396025,54.124353153950366,496585,1.0,355,267.8407763833545,103.7291989317682,123
33.09666128416484,97.11950301670913,54.72710322827935,500592,1.0,359,249.78591518893796,102.65877104882092,124
34.65256596207444,96.0011388234573,45.220671875422376,504599,1.0,363,250.47522287998117,101.47431932503007,125
37.488312413644415,98.77376986731315,54.77283645844339,508605,1.0,352,322.47290577766654,104.66014372148898,126
35.81261055514088,97.41476177726004,35.66860144323898,512607,1.0,357,304.6937243841081,103.08439039752548,127
35.94159788614615,100.07181455392183,54.580822315861994,516607,1.0,347,313.68103172702143,106.0474541317007,128
36.40509586916723,100.55416192057251,63.0543312589879,520616,1.0,346,258.13602274513823,106.60539864060982,129
34.078018528509254,97.69978815620514,54.08971572839563,524629,1.0,357,258.1553682008507,103.34205669724271,130
42.630964609876166,100.53768539022884,45.1610838923565,528647,1.0,346,378.8243522606473,106.83040408449286,131
37.413374029523766,98.46671875146164,54.49536259579062,532651,1.0,353,276.93117887444686,104.31638440367865,132
32.2685953554711,95.05305140622278,54.05686884171938,536655,1.0,367,267.9697090835956,100.3378017178564,133
36.23185788810433,97.39287624845227,35.737527150032015,540668,1.0,358,324.7903161842574,103.0756612467891,134
32.741067220205224,98.11265784919948,54.390349219756914,544672,1.0,355,238.96460916799796,103.75275764570141,135
36.46664814237087,99.77541899834083,44.87934226943289,548673,1.0,348,267.85772176252954,105.74033532264981,136
33.289359062991686,97.64269419409767,44.99827308315894,552682,1.0,357,268.0834866293556,103.25074059886623,137
35.07041534662647,100.19689101514204,54.08244419880043,556685,1.0,347,240.15047821700696,106.15646458680374,138
34.39050827913051,99.89180967264583,54.60183416965587,560698,1.0,349,249.76132844258063,105.79253761545122,139
34.03710977110788,98.48062343609278,44.984519384695254,564699,1.0,353,228.8074298132765,104.21109489866696,140
33.945744511338596,97.08672012327007,54.27685955212466,568706,1.0,359,248.68521126100828,102.65208388952597,141
35.81881683248811,99.20960133263638,54.521006098912764,572715,1.0,351,304.82275101287615,105.07761923103985,142
33.73483042931263,98.67364919999416,45.253699120598796,576721,1.0,353,240.26534237072966,104.41210605694909,143
36.085449876431454,98.56684344416504,45.10964776858752,580727,1.0,353,285.7655540845709,104.37699428797204,144
33.182965852787845,95.56722049292911,54.71352627158475,584734,1.0,365,266.70636484971266,100.94034540723094,145
32.40060711010776,95.35814486738732,63.4905372222598,588739,1.0,366,268.4989419284697,100.67784859026133,146
35.211012584434556,96.26090847369066,45.140655643676276,592745,1.0,362,350.4851065145377,101.77830873908388,147
33.57193316546294,99.1738858716144,63.644136845268775,596762,1.0,352,240.63307968104962,104.96397527257574,148
35.39740105376217,97.33766655264485,54.573089200209644,600768,1.0,358,323.2905817802415,102.97880251679726,149
33.549156778226894,97.74579432891126,45.21960541229478,604770,1.0,356,265.37464615420134,103.37408574712708,150
32.36962944835448,98.84528010510539,54.634873943973844,608771,1.0,352,266.63091601614707,104.55599435600367,151
33.90852953101647,97.04281303625503,54.38970135121045,612775,1.0,359,268.1419689602609,102.60051535727811,152
31.84056243164171,95.79759972584972,54.902494949833596,616780,1.0,364,267.88870721487905,101.15061329422095,153
38.03075141349228,100.9157245144881,54.02601880455334,620784,1.0,344,284.95667783364024,107.07179282093027,154
32.150194703602516,98.62195956800363,53.86733544199434,624787,1.0,353,239.65871780616177,104.29880352331516,155
33.58793717288184,94.56707257157917,53.831843030797174,628795,1.0,369,276.3513318242623,99.84564460501336,156
29.905062798048153,96.53654263992343,44.69834526105917,632795,1.0,361,203.5209296724534,101.9078094846404,157
34.38404376389958,96.27352935740521,54.14262676033344,636800,1.0,362,285.21835223773263,101.76265215093764,158
31.341791082918558,95.8107471266769,53.967382171999304,640804,1.0,364,239.32708466659068,101.14792868738279,159
33.319360339148325,99.45998614162406,63.954844896940706,644809,1.0,350,313.1566233236858,105.26945802460155,160
36.06956886070616,98.79007579484187,35.88508722282991,648814,1.0,352,304.2234507210281,104.62552127586719,161
31.45281061980964,97.75201167539798,63.79633140294259,652814,1.0,356,239.38008054952084,103.30992684751503,162
31.062529512027375,97.11445289944376,63.25883622946066,656817,1.0,359,248.98465250976582,102.58557654363838,163
31.080206120363133,95.83120336832424,63.24950434051849,660821,1.0,364,305.100900936496,101.15885520152575,164
35.27685218913583,98.3150086233237,63.47453632595292,664826,1.0,354,277.1313354408238,104.06825423729974,165
36.01950286336347,99.79140949719383,45.02495270850396,668826,1.0,348,276.5248276537775,105.73851229764807,166
37.76055480729038,102.6841295055791,63.89385661639603,672832,1.0,338,296.08709509158683,109.03640546006588,167
34.67336902218309,99.08474744201202,54.37854046796912,676835,1.0,351,257.9998959724671,104.90463905087101,168
35.70771283858098,97.33607396159654,53.9361302888985,680844,1.0,358,304.3372005357212,102.99298858474353,169
36.02165219033121,98.54715206312827,54.554177232526705,684859,1.0,354,295.48932910442744,104.35155176502046,170
33.050938500134016,97.54712569369507,44.97944128141871,688863,1.0,357,222.14212099753914,103.13563441948243,171
35.92245309049394,97.63789035605689,54.08061287707294,692863,1.0,356,257.90060636918946,103.33808868233213,172
41.52581117319706,99.98317423873328,45.015508737019566,696869,1.0,347,415.9864739597677,106.16466246423714,173
43.396352025207186,102.6467705450128,45.234287468671766,700871,1.0,337,322.63055875516676,109.23283962123313,174
36.255786990202274,100.36562579990303,54.276961004431286,704873,1.0,346,240.77945074158563,106.39070289508977,175
34.09102284573271,97.83266209625505,63.48092343605562,708880,1.0,356,313.99458834463036,103.4855553555121,176
35.48592217642894,98.63723957676785,54.12933826803737,712889,1.0,353,257.8946349018969,104.43603940649749,177
38.83966155642294,101.33974988263259,54.20693295211838,716890,1.0,342,286.868532570455,107.57760538332612,178
36.97628274308146,100.04613834036016,54.662867068598416,720904,1.0,348,295.97738363546864,106.06408410125209,179
33.227081688063734,98.06664465820526,63.32182125264669,724908,1.0,355,247.52933018990933,103.71876391614943,180
41.097928820981124,103.07999067569268,63.2414505866393,728913,1.0,336,296.0911504780084,109.62018653302201,181
33.85010862379749,96.37159111615402,35.879443402715324,732913,1.0,361,295.65203773485945,101.85553525089136,182
35.18329408503517,99.47825173321758,44.91817848780079,736924,1.0,350,267.0148033024465,105.36202982424678,183
37.32544174999694,100.08272921858118,54.3837483777424,740930,1.0,347,268.4055095258766,106.11947234384672,184
38.93011270388763,102.82747845212194,54.38264510636803,744933,1.0,337,267.475625505344,109.24643288274433,185
38.497970034838744,99.50409094208662,44.680518730687965,748939,1.0,349,295.7173826548199,105.51868047351404,186
31.712364275630275,96.25987476506396,45.2550684403147,752942,1.0,362,231.58726090217343,101.65997274768067,187
36.26353697735483,101.05480701864789,63.79472208336427,756942,1.0,343,265.1580814407877,107.16417317817553,188
37.627777164759166,99.77068421955983,54.30394418240161,760945,1.0,348,259.22003323972854,105.781659677026,189
43.278634199771076,101.66787102950593,54.11845259153509,764945,1.0,340,284.5963089988654,108.13705520350528,190
39.0653970074473,100.60384781588753,62.68614378793838,768952,1.0,345,286.27802973675637,106.76882121378426,191
41.95232173123674,104.55917461975248,54.02656136865234,772961,1.0,331,313.5802540620267,111.32064361256062,192
36.38654765036335,99.40498802605215,54.25674502943603,776981,1.0,351,258.74674764824005,105.32503886729512,193
38.79500775722072,101.21358512736072,35.69480652300438,780989,1.0,343,276.4051480981782,107.43858349714328,194
37.79934772629691,99.11344681550759,63.25363000385957,785000,1.0,351,277.6847384189859,105.05104258072083,195
39.765947007251675,105.5530516148475,63.205212427075935,789007,1.0,328,260.0855274158546,112.33965734052984,196
36.75122503287478,99.15537549630702,36.094353375173185,793007,1.0,350,277.2992849219794,105.06227441940119,197
34.92963793068352,98.73815588338444,54.5550223931819,797009,1.0,352,248.30499464148747,104.52861041335913,198
39.23487177460393,101.67132381490346,63.21563534324465,801013,1.0,341,296.44772844470856,107.9664635098266,199
