Evaluation/AverageDiscountedReturn,Evaluation/StdReturn,Evaluation/TerminationRate,Evaluation/Iteration,Evaluation/NumEpisodes,Evaluation/MaxReturn,Evaluation/AverageReturn,TotalEnvSteps,Evaluation/MinReturn
47.431850586658385,15.078346101276791,1.0,0,746,129.02203630049152,48.579780119494465,4003,26.772684029258144
47.46933619166258,15.266990435637327,1.0,1,745,120.17882462664083,48.6225202157833,8006,26.72843066923489
47.807477743507555,16.405255371973947,1.0,2,739,138.20326179717915,48.996115119250376,12006,26.78537834231778
47.13382552994361,15.42199650892273,1.0,3,750,120.01742135219362,48.2731085817577,16007,26.77523860724945
