Evaluation/AverageDiscountedReturn,Evaluation/Iteration,Evaluation/MaxReturn,TotalEnvSteps,Evaluation/AverageReturn,Evaluation/StdReturn,Evaluation/TerminationRate,Evaluation/NumEpisodes,Evaluation/MinReturn
89.75726126460032,60,249.4187284943515,244273,94.36712446947361,28.504062218892148,1.0,390,35.832835626182906
90.3005693437349,61,222.21254828915625,248281,94.93823015950052,27.568072675121137,1.0,388,54.417973352251536
90.3126082375407,62,266.09462800496647,252285,95.06448739443469,31.226841362444024,1.0,387,35.744776254717465
90.63982043788168,63,240.431188750403,256288,95.33255709756872,28.309964963156755,1.0,386,44.99009155974944
91.93557483750111,64,258.43884136983775,260291,96.84208462895913,30.895641357087207,1.0,380,45.20433399172744
90.53693941817924,65,240.48613052389663,264294,95.30663246131667,31.055907183458412,1.0,386,36.160423615747504
91.78319880630852,66,286.0915606529455,268302,96.68713090359543,31.30888248484351,1.0,381,44.70149328193591
93.7342402764368,67,231.74073049003607,272306,98.92013450468973,33.412601909278976,1.0,372,35.97381703178766
90.75795495075327,68,222.36609041235965,276306,95.4532051237995,27.86189581649486,1.0,385,35.965556169031906
90.96454093004711,69,240.53540991461392,280320,95.79246962262229,31.46819442192492,1.0,385,35.76012976550842
90.31572895345973,70,241.17933731100436,284326,95.10607588471792,32.310918791589934,1.0,387,35.73569610020146
90.08506403164544,71,222.40302297551028,288328,94.7648977998483,29.709099834838632,1.0,388,35.759573441775075
91.79370772686487,72,314.95998571849304,292330,96.78197546174921,33.69577038266989,1.0,380,35.553031760139966
91.10169116935084,73,258.09899220972443,296337,95.87932580968118,29.50062652620665,1.0,384,35.88996173400228
91.45739034855625,74,212.84127664353443,300339,96.28837809633636,30.0150783475749,1.0,382,36.01185063092784
89.9777858739986,75,269.1293353718132,304349,94.70181013122766,31.399056348935524,1.0,389,35.82325900294621
91.13150508875302,76,268.5865524499974,308349,95.9853161200794,31.822047549854034,1.0,383,35.639075013095294
92.89211121612135,77,220.7109030425092,312354,97.90074431521957,30.858954824053033,1.0,376,45.09702873241345
91.16963339560998,78,258.1590908293226,316362,95.93782411148447,29.03056070926227,1.0,384,35.92173563274117
89.90533643167016,79,277.8431779892313,320364,94.54785461745584,29.142263988265288,1.0,389,35.846734709417085
93.4807838452739,80,212.30550861373428,324376,98.55768648763708,30.943784508227715,1.0,374,53.92945426650319
88.79433677234384,81,249.00975798009546,328378,93.28732258950433,27.774606956312134,1.0,394,35.72574090117967
93.17143406924107,82,212.80076801410686,332385,98.21508647141314,30.997976561367356,1.0,375,35.51168720273908
92.02623516900661,83,296.99425384320216,336392,96.90549851396842,29.71272291345266,1.0,380,54.2434035169386
93.37580820298265,84,203.868500635644,340398,98.44430843659786,31.02634866386085,1.0,374,44.452178816601
93.50937751904544,85,250.02801000285086,344398,98.5933979483075,31.174093405082026,1.0,373,44.48515439076111
95.66527893011163,86,240.35937349928957,348399,101.04442995009771,32.98848990493911,1.0,364,53.86352769484439
95.221286594475,87,221.3211160743125,352399,100.4870859281172,31.087391025153167,1.0,366,54.45406658548467
94.18548348899402,88,230.83881032622472,356399,99.37628453072551,32.18295872252402,1.0,370,44.52788037733284
93.29417099226724,89,314.5279046584008,360404,98.4302909703537,33.47931636055387,1.0,374,45.083434077116294
95.17007495111017,90,239.82768488904154,364407,100.52872469162426,33.91036625495588,1.0,366,54.1694103002305
94.26094637479258,91,324.4112427288404,368411,99.48463096310661,32.98559506711575,1.0,370,54.82544272989132
93.21244685178634,92,230.4895588544351,372418,98.22880958625973,30.037845986318725,1.0,375,45.229415290431064
94.9804257391135,93,239.42468817103287,376430,100.23379685507675,31.493183329954267,1.0,368,54.19383713813271
94.80238207552519,94,268.485351313156,380438,100.1453237441009,34.76622419716417,1.0,368,54.27637431334014
91.19780073928624,95,258.44993056076646,384443,96.07935854853595,32.39985825847721,1.0,383,44.66152843622817
93.9223803719561,96,258.3769764020205,388445,99.1231814184362,33.307643340891254,1.0,371,44.98312179489695
93.73763345320097,97,343.4902809598671,392451,98.95796413046145,34.464831517986845,1.0,372,44.94447197637019
93.97989228128169,98,295.38835457449915,396452,99.11972397221169,31.389062492213494,1.0,371,35.96321627226189
96.48181054577618,99,277.80026565563963,400460,102.07030913129945,36.39328153761335,1.0,361,54.22604876661617
94.09753571827864,100,211.1239948083903,404466,99.22751542987113,30.546753040965328,1.0,371,54.4579525608424
93.69239823698221,101,286.5904983900391,408466,98.83417279962512,32.40861434878362,1.0,372,44.8487268002812
95.59761144957028,102,247.65328407511493,412475,100.93848163624153,32.06780353736492,1.0,365,54.02115158092174
94.18073879728964,103,258.23758193904894,416477,99.40774310817632,33.28070641619889,1.0,370,44.99758291199296
93.2497756688544,104,287.27474615076926,420477,98.32457991782545,31.84040133911583,1.0,374,35.97929386507276
94.72410206095316,105,249.8943073979416,424479,99.95513805271362,31.659815795193524,1.0,368,45.068054800069156
92.81110493177104,106,269.3669081477392,428479,97.77303789701175,29.688766723300574,1.0,376,44.51673108832479
95.85944361383407,107,249.28963159708968,432480,101.27830204304229,33.534438254800065,1.0,363,45.241606187804834
96.61803092484546,108,256.68972448294073,436480,102.14548320765037,34.258216157433,1.0,360,45.044546244030585
95.09875100536979,109,220.9827558421922,440484,100.31977723738855,30.121702115344952,1.0,367,35.742880208993725
93.47766464046329,110,286.6611453485568,444486,98.61749188513961,32.92485028463331,1.0,373,35.76995624808801
94.03414871209311,111,239.81744916077102,448490,99.19400608024836,31.78533781997172,1.0,371,44.986603400247326
97.64027733837271,112,324.078905865671,452494,103.4015398722159,37.509061117615076,1.0,356,35.586796621762396
95.07082131288558,113,286.2939654189442,456494,100.47319495494015,35.54380283994916,1.0,366,35.680070465577714
94.08755922806816,114,238.15927703881545,460495,99.12151431995098,27.51347954353194,1.0,371,35.75402396119141
97.47942459035134,115,249.74868757397783,464498,103.06978467882637,33.26903050157212,1.0,357,45.18263471097953
96.90886910441124,116,287.46100992195176,468502,102.52441622843907,35.797654338436374,1.0,359,44.97601563097333
97.61601946171882,117,249.73799016806151,472506,103.16734235095495,31.776709139344565,1.0,357,54.19426508012892
93.51630929459614,118,211.95672582440406,476525,98.50295490334491,28.0063970593212,1.0,375,54.33063080367969
96.58385679856971,119,240.2936563693157,480531,102.03310939409376,32.157716285936964,1.0,361,54.38386138697155
97.18955267528952,120,250.5282713201193,484532,102.77574646617109,34.15535392329062,1.0,358,35.97587741997714
97.5963443197346,121,294.6764531097824,488542,103.28280888260116,35.71534644759738,1.0,357,45.09945085775369
99.81383419439966,122,295.5035052315573,492543,105.75765592751104,35.83531648806582,1.0,348,44.89601017754396
95.32690243940316,123,240.31573225134943,496550,100.63758567906467,32.07670970395951,1.0,366,63.51339947626942
95.10352663765254,124,266.2084666226539,500555,100.36919799998667,31.580915365780385,1.0,367,45.274904797132834
97.77983676001655,125,277.2506253132574,504567,103.3779171680063,32.67392053603916,1.0,357,63.50629289546349
101.34076232580122,126,222.9535593324343,508575,107.45501501066941,35.47083089992267,1.0,343,63.75588141857553
99.88799549447357,127,276.43563932488024,512589,105.8170465044626,35.20381456542195,1.0,349,44.780512921489816
96.9497092671191,128,249.59180300677482,516592,102.56221684915785,35.60993089681117,1.0,359,63.63130399721736
98.87572125658576,129,231.40576269252944,520594,104.58814539634999,32.347376359173516,1.0,352,54.218059992258915
99.12300607424021,130,257.3477171371951,524600,104.95746656790044,34.99354531496379,1.0,351,62.29884538385613
95.95035956175519,131,258.8906659221622,528609,101.31938034865853,31.902714702053746,1.0,364,54.86010138113856
96.89963229953108,132,258.7240350447167,532630,102.43900819363279,33.75308272684103,1.0,361,44.861715270113905
96.79616096862969,133,304.033698456891,536636,102.31931402289055,33.65494887367593,1.0,360,54.44149798871749
94.87265582105893,134,211.3164651610815,540641,100.07915029972668,30.451679192835503,1.0,368,63.6694058368268
100.55826504475031,135,296.1275901688591,544651,106.59370088439562,35.96866942316526,1.0,346,63.61673736378143
98.51367481927996,136,241.0578641604333,548655,104.29466367977881,35.33305972367839,1.0,353,54.543399884576395
96.94824743117125,137,238.50058801601577,552665,102.41401154003636,31.35448373015851,1.0,360,45.02661017436356
97.38194009642085,138,267.6089632827112,556665,103.0315706715001,35.338529348895854,1.0,357,45.08457819650957
98.52001193057167,139,248.45206469116158,560665,104.22354366770837,33.21518207325856,1.0,353,54.22213559098601
95.2731805583984,140,295.059085154535,564670,100.59557063115217,32.67058379031565,1.0,366,35.696159438118876
95.07310946494414,141,286.48487936920833,568675,100.37143644247836,32.64160610196346,1.0,367,54.09715998116955
96.08305883831427,142,333.6836587927133,572676,101.63734521443952,36.71855396706466,1.0,362,54.49167939909677
95.6045282339194,143,259.4923040030673,576684,100.96683182181832,32.78152947712545,1.0,365,44.88878315734368
94.84894815994524,144,315.15233234636474,580693,100.17849466662827,34.25660719650898,1.0,368,54.51128086572264
97.84341602819703,145,268.85831610581243,584702,103.56522682514553,35.87385943111874,1.0,356,45.34333949818171
101.28643650783583,146,267.736765345842,588709,107.42319488613313,36.39468460712673,1.0,343,53.912479870790364
98.72105967033762,147,286.89290373955413,592713,104.57965458971702,36.78673952671803,1.0,352,54.52017288657954
96.84142112764151,148,221.34584477058237,596713,102.41199681273223,34.69355227122399,1.0,359,54.47705527809551
96.4178864550255,149,268.173353647168,600724,101.87968242148673,33.069865386007294,1.0,362,54.65320950504794
93.75996025989589,150,221.17363773479516,604724,98.84463853656027,30.373067464682464,1.0,372,35.754745226932485
95.74812307685886,151,239.86116479714119,608728,101.11075023266838,32.261008067803004,1.0,364,44.72256525886252
96.39733696803496,152,284.91700247364514,612729,101.92405502535435,35.024800444351655,1.0,361,63.28311065060036
95.09299848690179,153,247.1664333984849,616737,100.40130393604886,32.78485076034426,1.0,367,44.77545351575199
95.78227548508367,154,257.88756976257736,620758,101.26899940311141,35.71483873132514,1.0,365,54.41644718902633
93.69845740143381,155,239.49119683072604,624766,98.78914035896544,30.79325894476372,1.0,373,54.62496714166899
94.35135369911326,156,248.4114100457598,628772,99.50403620175585,30.507099604495767,1.0,370,54.23893930857648
95.37356607123978,157,249.76412661843992,632780,100.67439920325161,31.680944366066218,1.0,366,54.58048208206066
98.21577153533039,158,265.51611601191485,636781,103.94770713895481,34.93447508517298,1.0,354,45.10433621468467
95.99215083855589,159,266.9725436200501,640795,101.3663427445774,31.77607353818926,1.0,364,54.22496159104318
95.5468673029999,160,230.08688192914252,644800,100.85424991770338,31.226423765025118,1.0,365,44.9845483004965
95.40883430828771,161,286.53823775755615,648800,100.74458291119922,32.60430437353045,1.0,365,45.077535501526846
97.91244161427439,162,259.2448668020025,652804,103.67636536873334,36.695494065906146,1.0,355,44.79159438110492
95.01634941329701,163,221.79000686338208,656806,100.26212824449338,31.14056481935824,1.0,367,54.33392888239882
94.6867663116876,164,247.41900198258853,660817,99.9183573804489,31.848426147070263,1.0,369,54.575482462364086
96.28606104552362,165,258.4837554173325,664823,101.77376255760016,34.26731067875684,1.0,362,63.60678507092412
98.47863181842018,166,267.4220773741471,668827,104.29962430601057,36.58947869019805,1.0,353,63.715690263975155
96.9295512597802,167,258.2367472877221,672831,102.53245268516902,35.39729448590014,1.0,359,54.172361101624574
97.42315520919296,168,231.07133383494727,676832,103.01746282804585,33.596219015501084,1.0,357,44.70135102684148
96.09763177428543,169,250.22907678722456,680839,101.50107596307873,32.35646475929265,1.0,363,54.28017608026015
95.68304958453415,170,249.9362913427744,684844,101.12929531034098,34.833874320137014,1.0,364,44.44895695266156
96.40030712893548,171,258.6698060337313,688850,101.99282037521594,36.65098008066021,1.0,361,54.55458126137488
96.68466958451933,172,277.8602916047332,692854,102.2148548500906,34.1085526533638,1.0,360,45.137303203119174
98.17881824600693,173,249.83031402238106,696862,103.8156696191231,32.37936108784059,1.0,355,63.04498492977454
96.33021910889893,174,267.76792749534854,700873,101.85502507618118,35.107636098632064,1.0,362,53.70618287494782
94.63838392076717,175,249.478697392612,704874,99.93853604438438,33.96948385719848,1.0,368,54.06230571245757
95.7401296168968,176,229.07016897901238,708879,101.10126367197002,32.168500775579595,1.0,364,54.30864471185029
94.65664569810245,177,294.8552675440258,712880,99.96120171355972,34.10739234357185,1.0,368,35.790582857286644
93.80201752432252,178,285.57882913233465,716883,98.92512596940756,31.45033286107655,1.0,372,45.15571578426005
96.47670241429142,179,278.05479065740724,720889,102.0343598802378,35.57370424248761,1.0,361,54.16097608745573
96.04613227408836,180,230.2343572511778,724895,101.47630884998308,33.274463889374495,1.0,363,54.582681829488976
97.26943832656598,181,295.5231281251129,728902,102.92866871085228,35.97072197408009,1.0,358,63.06833880818243
93.52026355768098,182,248.66110815113453,732902,98.5774329767255,30.290840448634317,1.0,373,35.94523267207518
95.21335957035515,183,250.05174446318216,736904,100.5411173257588,32.982346260857895,1.0,366,44.74470628119632
95.63215376701795,184,230.34165404157488,740905,101.05663800598279,34.40356737475834,1.0,364,54.65132094111172
91.29306896918801,185,248.87154688239158,744915,96.02453855279487,27.30129463982415,1.0,384,44.69966023015957
95.04031090496981,186,295.3464101827802,748919,100.32313623258104,32.292897064898675,1.0,367,54.65061247262723
95.18616128011351,187,324.63616364564564,752922,100.58662206997184,35.275982786068916,1.0,366,63.10593567491057
93.90054876809667,188,259.00994165987873,756925,98.94729273452717,28.701016562046444,1.0,372,63.41627940440384
96.04467041595437,189,277.3751209761364,760929,101.42471371345364,31.886045602918013,1.0,363,63.239089074779656
96.47600616696737,190,266.9607612038263,764930,101.89157924006827,31.44259115313692,1.0,361,54.324257324392946
96.6087653387775,191,231.19918594971128,768938,102.08397738783141,32.790374582736185,1.0,361,44.86570265333462
94.34893949459597,192,241.13105707986688,772940,99.46906321186901,29.532872932756593,1.0,370,63.615987333819916
98.3241771626518,193,247.6358000110494,776944,104.0254600079332,33.79054833617717,1.0,354,53.71505238167612
97.87178913693563,194,259.4321502733928,780953,103.58464499694645,35.56671944165692,1.0,356,53.98250413519561
96.3950303295608,195,249.62749477038636,784954,101.91895642194069,34.887038593979504,1.0,361,54.90463709709356
97.01333517815107,196,221.2041769385026,788968,102.55821510325447,33.51995773766893,1.0,360,63.75243074845701
99.00967219540826,197,250.0079556526853,792969,104.83750700717093,35.18969168780957,1.0,351,63.33461463756051
97.21767951841215,198,237.91004307988968,796979,102.70316599115519,31.095606330421308,1.0,359,63.575795639482294
96.18318002108772,199,221.6728277969135,800988,101.56423143065444,31.398282374902408,1.0,363,63.454689124792424
