TotalEnvSteps,Evaluation/Iteration,Evaluation/AverageDiscountedReturn,Evaluation/MinReturn,Evaluation/AverageReturn,Evaluation/MaxReturn,Evaluation/StdReturn,Evaluation/TerminationRate,Evaluation/NumEpisodes
4004,0,47.8921671417713,26.756854401787827,49.0651497236213,148.05823044961394,15.248451916949701,1.0,739
8009,1,49.820483062401955,26.76949725927204,51.10716111629482,110.69717550902412,16.18348715125796,1.0,710
