Evaluation/AverageDiscountedReturn,Evaluation/MinReturn,Evaluation/StdReturn,Evaluation/MaxReturn,Evaluation/NumEpisodes,Evaluation/TerminationRate,Evaluation/Iteration,TotalEnvSteps,Evaluation/AverageReturn
71.61622008449662,54.724181342950786,11.410922741040793,137.66321715654,493,1.0,60,244215,74.24475866833605
72.3915593491454,54.660016417004684,13.870559441052965,210.01956602692565,488,1.0,61,248221,75.113320507787
71.23009660669703,54.7997124206717,10.58575012853274,129.27615723368524,496,1.0,62,252223,73.81875939545505
72.41344897196896,54.83245367579441,14.134764484811203,193.48296685357073,487,1.0,63,256223,75.141255868422
72.97640576305636,54.736501871623894,16.67368807804473,248.36186502905346,483,1.0,64,260223,75.78856973708808
72.24923098344372,54.74207711418913,12.331572187553917,157.2212072891651,489,1.0,65,264227,74.93879219414511
72.39731673527699,54.4077590399328,14.715999058712992,211.53614216005587,488,1.0,66,268233,75.13215569541396
73.80897020687709,54.81456681932669,15.63158556304549,203.3775577484647,478,1.0,67,272237,76.67179656469833
73.04510224208151,54.707074247839714,15.449196300057663,193.16244931352088,484,1.0,68,276247,75.84339732055197
72.72575802586739,54.77090748403275,14.675891525414363,194.05272492395437,485,1.0,69,280247,75.48640890511774
74.41229271359354,54.790717438696575,17.150870650208002,193.09709385179704,474,1.0,70,284251,77.35051016234591
73.18072052206615,54.72634474636288,16.39387654124645,229.81276669635,482,1.0,71,288253,76.00518819861563
76.09900233651928,54.73446537195122,20.038662484426542,220.86862327462515,463,1.0,72,292258,79.23321799067895
74.90013030563783,54.764079011818154,18.55055621497563,211.33967260574045,471,1.0,73,296265,77.90423824342274
75.68959041967027,54.18481096705572,20.203517045024057,202.20418109071576,466,1.0,74,300274,78.79313531704217
75.9948362509861,54.772995392988015,20.052422138457015,212.08400504005627,464,1.0,75,304281,79.11983130710045
74.46029838354943,54.79501076029656,17.245398512314114,175.91595871506195,474,1.0,76,308287,77.4040481041833
74.02367317292557,54.794461618713676,16.203031894429866,193.52531942797657,477,1.0,77,312293,76.91350991525638
75.44938130700206,54.828141796816666,17.62686896767856,184.08219077110124,467,1.0,78,316295,78.48204559517261
77.13617724383384,54.769157559799346,24.035491005492027,248.74888608411962,456,1.0,79,320299,80.4499816147232
77.88610110097751,45.316107402496534,23.363119140784764,219.9382699599305,452,1.0,80,324308,81.248393499794
75.94176283548964,54.63581592243214,19.496486268605125,194.19744954473398,464,1.0,81,328312,79.0516288674109
74.88422376884364,44.93806013077703,19.36580456547946,237.41684889002318,471,1.0,82,332318,77.90302651926808
76.58466556461717,54.33311532324136,21.87257797109949,201.4252932439481,460,1.0,83,336326,79.8009637675671
74.38661120029276,54.79726337120508,18.66288016029561,239.24507467693292,474,1.0,84,340329,77.35051519908892
74.3997385261518,54.38210193007665,17.50110174073114,203.19365709920632,474,1.0,85,344332,77.34306256612601
74.34766528018528,44.53226930657981,19.173303021756812,212.64275129930556,474,1.0,86,348334,77.31895152088242
73.80496109101438,35.72782826667107,18.542713451222202,183.62034250131214,478,1.0,87,352340,76.72076426705655
73.89360439427787,35.47182461101624,19.639631873918788,203.72380102939968,477,1.0,88,356344,76.83897093604249
72.82534618672871,35.56002751875003,18.437875110432973,248.1346358654817,484,1.0,89,360345,75.6600196117815
71.57096908266895,35.52354375622943,17.860474730008,220.70527447487774,493,1.0,90,364348,74.29605969977175
70.85711675124196,26.886351396908903,15.05270729909039,155.67236653750754,498,1.0,91,368348,73.47883929787524
72.73506712087435,35.35738642054109,18.712896807558636,183.4564865235977,485,1.0,92,372353,75.56910554231422
71.80747155740006,35.76318136178823,19.639129804906545,220.9932261894939,491,1.0,93,376355,74.58552837906403
73.67249783555924,35.657644039913585,21.758786288986723,229.9430367721435,478,1.0,94,380357,76.64434575785448
73.15144584818722,35.45096510735781,18.8310862695426,185.2334238390374,482,1.0,95,384359,76.01985511051151
74.05715598873964,26.930445997176818,18.8796530821638,204.0385097121827,476,1.0,96,388361,76.99961893377414
73.3942183439809,35.49607513734854,19.104765389663513,249.92784769869039,481,1.0,97,392368,76.28673719437904
75.22944621816764,35.690343852563906,22.15550709805269,231.1939109419943,468,1.0,98,396370,78.3370450235964
76.42312488508823,35.74892941451549,25.996806091954337,286.45625958914724,460,1.0,99,400372,79.72612117031053
76.31922391378983,44.43186003943344,22.19669189931242,220.88338600826722,461,1.0,100,404372,79.51917860896674
76.52299159966499,44.64851384781271,22.563320913052877,277.40147819883083,460,1.0,101,408374,79.74619645480179
78.8252238161225,45.04380642956371,22.74314762810368,194.57926226905673,446,1.0,102,412374,82.25328368018316
77.89327476008201,44.99858485258685,20.591997665268536,202.38376425376524,452,1.0,103,416376,81.19078384819305
77.99600261317977,54.102178329757386,20.558000477918412,200.6428358141291,452,1.0,104,420384,81.30248682812184
79.97214646142722,45.07470596377196,24.79314003471894,213.00795092500337,439,1.0,105,424384,83.55249475671039
78.47948927717508,54.32738881122809,22.488087930099663,203.08866589936684,449,1.0,106,428393,81.87089213318234
78.2602326895136,35.849075353756604,21.685650191383335,221.87488440101168,450,1.0,107,432398,81.6133224154438
78.2560813899114,35.781717322354915,22.622217681356997,229.11194464102604,450,1.0,108,436404,81.63148295961966
78.99788332206163,35.85026335942803,23.456391527127987,210.4197999392727,445,1.0,109,440406,82.45889748730536
78.08858215360115,35.839267683726334,20.086176173317643,193.26523079819972,452,1.0,110,444418,81.39246172774071
81.16907278635307,35.697625445439655,29.083164097437095,249.1100501543311,432,1.0,111,448420,84.97571639880708
82.5058185772432,35.44317095251212,32.382353697712205,287.3070518743066,424,1.0,112,452420,86.53853423583763
82.30040819730998,35.70775170499623,30.347376275872026,249.94580881424034,426,1.0,113,456426,86.25000128026353
85.12449008066069,35.42423060000687,31.933952040907645,267.90356213916186,411,1.0,114,460430,89.39215521272297
87.81294799831436,35.875848690946775,32.83131116870713,303.7392342923386,398,1.0,115,464435,92.37061146191583
94.11898852584939,35.96075651238005,37.138023915177286,323.0154171755656,370,1.0,116,468441,99.48283952715853
92.04779685160607,35.51954300070754,33.624342782895326,268.3673155836329,379,1.0,117,472447,97.06592265844705
95.42760164443541,44.99631842217081,35.53173340535584,259.5121651374269,365,1.0,118,476452,100.87321220071593
96.71816639421311,36.00506583651996,34.49355677548305,239.5498849351389,360,1.0,119,480457,102.27084632165537
97.77649418599694,44.793972814506844,40.22935092010078,339.566648978228,355,1.0,120,484462,103.66668880394857
93.60331241138394,44.73961695216866,33.937297438827095,321.41303589625636,372,1.0,121,488463,98.79659427280644
95.63108805497812,45.147957721969306,33.75276096637935,248.32615470413302,364,1.0,122,492467,101.04020214597747
89.75647395902278,35.705069094384385,32.8275440356733,276.92092621065433,389,1.0,123,496470,94.50791029071866
93.66014231245978,44.81437576670532,34.759876378851104,269.02245708367,372,1.0,124,500475,98.88848290783638
93.90458581441796,44.72540397218659,34.74312070812657,231.33681939945396,371,1.0,125,504478,99.16069455126313
90.85280789442403,54.32863577527113,30.92107677680252,221.01672065526824,385,1.0,126,508487,95.65411640628479
90.28520770887425,44.742940433781115,32.63468707332189,277.545744702528,387,1.0,127,512492,95.08278532956103
90.27599599490843,45.11393480833611,31.706814856631752,249.90670136489302,387,1.0,128,516497,95.044566733823
90.23748682850903,36.030285090376395,31.22621831569784,249.2687143180121,387,1.0,129,520499,94.98580944788594
92.8576859492318,54.42554310672395,35.96346679173539,284.97833885014694,375,1.0,130,524501,98.04428368123706
91.08583606413706,44.467193910600784,31.98161969192425,221.23757864011964,383,1.0,131,528501,95.94620852559858
97.12530243809663,54.45465882464582,40.416300262904954,284.59247885569624,357,1.0,132,532501,102.95343361590419
93.89754793639044,44.758829658069615,34.91793266285431,259.3618445516291,372,1.0,133,536515,99.15456390871967
96.63341100104883,44.92445087411145,36.00211863029174,276.774150049375,360,1.0,134,540519,102.23009688378231
97.20309343891361,35.33942486194836,39.72377816635104,249.9889278504204,357,1.0,135,544522,103.01707675192283
98.52099251734795,36.00294620634515,42.71917593842304,295.59237578170274,352,1.0,136,548530,104.60821817496034
94.53267764448447,35.431881724194184,42.23908138026845,387.6874283503913,367,1.0,137,552537,100.15841693097829
89.37153608491407,35.57695393093874,40.36305085933358,286.21628885570533,389,1.0,138,556543,94.37788366573234
84.72735284909673,35.686312727889806,36.811067173699136,248.21466240485825,411,1.0,139,560547,89.14363870624271
82.47967608354251,35.791120149120076,32.712721529359335,240.25249508889257,423,1.0,140,564549,86.53595441317184
87.20916782485726,35.553518568351286,42.754045926846196,322.16001933638574,398,1.0,141,568553,92.10724179149078
83.06473649200541,35.7476524238021,33.999404556975556,286.42071103772435,420,1.0,142,572554,87.21462172645607
88.39752590540161,44.57524919645756,38.265113193800616,277.60678990078793,393,1.0,143,576554,93.22989286224403
87.16897259762293,44.492735226330964,36.074874297931125,246.23872770380427,400,1.0,144,580561,91.78997795848272
86.6326385563769,44.41762743349899,36.1234797274932,266.7598508135362,402,1.0,145,584561,91.19790190587591
85.57112992388195,35.88134957814417,36.681983751350934,257.58357531711584,407,1.0,146,588565,90.06509179850838
84.15803591663301,35.79942625526631,35.78658010051684,247.87035171809228,414,1.0,147,592568,88.48214041777962
83.27292944073592,35.82137206391132,31.819137668031313,212.18215802669172,419,1.0,148,596568,87.37454179406618
80.7108557518213,35.29831274059842,31.28634369115044,193.67997761279852,433,1.0,149,600574,84.56322151371525
75.38399665547311,35.88277733483639,26.42268415613044,201.71400781611382,465,1.0,150,604579,78.62554429108985
72.27303672515033,26.827464356755552,25.527770414511636,202.93736200565846,485,1.0,151,608582,75.23925896909165
74.77539525510706,35.7477968673573,28.013953260518722,184.21645049413138,468,1.0,152,612583,78.01389127609644
78.06242711792358,35.406193156941754,28.676248588629612,248.87074135810707,448,1.0,153,616586,81.59821223198891
81.4269402022158,35.67159444022879,29.530575712147076,201.54513220492979,429,1.0,154,620589,85.28940581560234
83.74345601039415,35.66108369987319,29.77593257449674,230.8072121446767,417,1.0,155,624591,87.82446923835
87.75219308829818,44.457035365408785,34.346427033454084,259.40737332268185,397,1.0,156,628594,92.37102146882802
87.00079155696925,44.993995842635364,32.028726440784396,320.72390166392455,401,1.0,157,632596,91.46293876457364
85.040682327012,54.01199091590795,32.96415312119313,284.2240268582309,411,1.0,158,636601,89.34186807010232
85.82433706859456,54.00496644875815,30.66548314355227,239.67417442917755,407,1.0,159,640601,90.12379377574149
86.05138658506347,54.370578873146485,32.32988569113593,349.03307017387874,406,1.0,160,644603,90.41998036819984
87.30594492956978,62.98477368598688,31.853202994559116,286.9782001173167,401,1.0,161,648616,91.78657341130958
88.38820930304186,54.35939298123758,31.188995104860965,258.91249147097244,395,1.0,162,652618,92.95320575311176
89.88972638660209,63.51693804832303,33.81549308467151,267.25028791936444,388,1.0,163,656623,94.6984261487343
89.68127946433569,63.13654134191558,34.165738904894475,294.501869868044,389,1.0,164,660629,94.47990833497141
93.24180069351567,54.40970190529971,40.90004100093277,395.1788616960476,372,1.0,165,664629,98.66895465409407
88.27110804647197,45.407713304909805,31.542877405567616,266.0404000870525,396,1.0,166,668639,92.84405207426434
94.59740250405883,63.24002538430241,38.14376797477462,333.0791751860965,367,1.0,167,672645,100.07285593663562
94.3324245955727,62.978560889632895,37.17221384045673,286.01244720702203,369,1.0,168,676662,99.74661524579524
93.64090572714278,54.460591207501544,37.479288731889035,304.7104822965666,371,1.0,169,680670,98.99091216687252
93.43283017973872,63.13085135458908,35.02032484328943,240.44376114653576,372,1.0,170,684675,98.6698080878384
91.46568030602495,62.98744650438101,34.944054399184786,294.77431769134955,380,1.0,171,688679,96.4925883775819
91.64203067761319,62.969306897719456,34.881042393597426,277.92629431258297,379,1.0,172,692679,96.68222404897254
91.84076583888334,62.91203535814912,34.268889081133544,257.9473753660544,378,1.0,173,696679,96.88352954987808
91.62219591823656,62.9922983502926,33.8618900954265,275.5916454638405,379,1.0,174,700680,96.62843274969991
98.97311828513091,54.26905263129497,38.22246735375366,229.7597150987543,349,1.0,175,704681,104.95909643695632
94.50273448637488,54.06792393595481,36.946806861232986,249.1036856858642,367,1.0,176,708690,99.9373879462105
96.07080587228182,54.27789718325585,40.4969177313231,369.1785391168101,360,1.0,177,712697,101.81885952841064
97.8343152489727,54.268502593824984,38.76139705172654,249.2115240047159,353,1.0,178,716702,103.7178088618985
94.14276487009394,54.49725041028758,36.09298366898101,229.7886197682333,368,1.0,179,720709,99.51101852697087
95.9353162071806,54.24463028033683,33.36139091749587,193.3775644937953,361,1.0,180,724715,101.40179882988997
97.8433236379973,54.16832772024347,37.011041866248505,230.64126810495006,353,1.0,181,728719,103.65891275807765
95.40314591562776,54.27350339079564,36.83461040763023,238.59029015499374,363,1.0,182,732731,100.93905894471834
93.70926165141216,54.04980255306031,36.873283849324714,239.4123494203764,369,1.0,183,736734,99.06268458731019
94.590211613439,54.2983073626816,35.8162894636628,221.7608751557708,366,1.0,184,740740,99.99640550482474
91.7787326212299,54.127560954774246,34.08382404821587,230.65857946787355,378,1.0,185,744744,96.81875751912186
93.88296425339212,54.28445209971544,35.24048380811891,247.77404066216215,369,1.0,186,748750,99.19162268183965
95.43232032497609,54.0060246898677,35.066674148178066,209.80269661164834,362,1.0,187,752752,100.90930793073719
93.81311963979365,53.989787898714354,38.105374688991326,267.7691352282633,369,1.0,188,756760,99.22438419764595
96.67568464899787,54.131528130885236,37.89808328852756,330.73963681854974,357,1.0,189,760760,102.38884998594078
93.31018243180814,54.23531098786688,35.71735541805313,293.61193862892037,371,1.0,190,764765,98.57376559982492
94.94588024750247,54.21187976372724,35.04730881537132,238.68419070758083,365,1.0,191,768775,100.36244682792149
92.66085484930616,54.10002180102038,35.03463995843627,237.8949393074141,374,1.0,192,772779,97.83040501173315
93.82922292005671,54.05535243757882,36.79732932583196,257.68116018326,369,1.0,193,776783,99.18934446743252
94.07982554243391,62.96798847797343,34.42331453976677,193.08804811254768,368,1.0,194,780783,99.37728468827365
94.37196016544401,54.28609221598187,37.00760719900513,246.73763487529007,367,1.0,195,784786,99.79591677161447
89.2904196450716,54.16419822882621,34.37196544777577,267.66104329641195,390,1.0,196,788794,94.07265922841053
91.15197007765784,54.27129952287951,34.15036379419825,230.27366699701992,382,1.0,197,792803,96.1172123787005
85.44690523641059,54.33015894035706,29.767434148174907,257.3603423206895,409,1.0,198,796810,89.69056725175844
87.93068093745742,54.27343789201231,32.25736277266521,248.64509492438543,397,1.0,199,800822,92.50085354654222
