Evaluation/StdReturn,Evaluation/MaxReturn,TotalEnvSteps,Evaluation/TerminationRate,Evaluation/Iteration,Evaluation/AverageDiscountedReturn,Evaluation/AverageReturn,Evaluation/MinReturn,Evaluation/NumEpisodes
28.123747948029596,221.7695417099283,244249,1.0,60,84.01739746074502,88.05657059014713,35.43443386775435,418
26.033216904742677,193.60230459866378,248249,1.0,61,84.4480634571647,88.46896907599739,35.56604433328776,415
29.51443401276333,295.8430484663766,252255,1.0,62,84.2827666636741,88.3881884105921,35.74647935760577,416
25.320171646267625,173.61564174291928,256259,1.0,63,83.77220563292722,87.70958950411608,36.00393942015873,419
27.503218637623817,220.1861093946781,260265,1.0,64,85.73392869068844,89.91772355741283,35.76081106947441,409
29.681578649766863,257.69219930523235,264268,1.0,65,85.79287473961213,90.0481013477955,35.74099078131098,408
30.42299500066886,222.2053921733668,268277,1.0,66,87.16028192745263,91.57182422241213,35.89324730735775,402
28.441514932428525,268.718428103617,272285,1.0,67,85.55160941277825,89.74415010144659,35.85712848545319,410
29.91229325065907,249.38936341215677,276287,1.0,68,87.45068081255839,91.87358069947211,35.556816126804335,400
29.714273731364692,239.9552786255902,280294,1.0,69,87.75462786965005,92.20301179742039,35.95768815409263,399
27.971121076640273,221.54115106797806,284298,1.0,70,86.28616783918984,90.53772373200717,35.88348468849949,406
24.990347537445974,193.37466876736636,288298,1.0,71,86.29276137225976,90.46206583456323,35.7112758178665,406
29.909035753541875,231.63296905713375,292300,1.0,72,88.7318523914273,93.28324144856734,35.54802706056177,394
28.984363705697973,240.35449908884402,296303,1.0,73,87.51184150650992,91.9125669798786,35.993522944555245,400
29.44851000999698,230.06196793601688,300313,1.0,74,87.85607660193352,92.30536513409766,35.50497459809669,399
25.64415609600476,203.37901909086023,304314,1.0,75,86.51593532043621,90.72377707467905,35.33856041652703,405
28.751058363615176,266.75834230569114,308314,1.0,76,88.10853288039227,92.56002709940906,35.88175111341745,397
28.77379407426564,231.78718737971667,312316,1.0,77,88.09874911754943,92.55253227396024,35.49123333236541,397
29.448714063936283,213.2482388537527,316324,1.0,78,89.54912365503382,94.16792130793964,44.71041817827911,391
30.500492533250004,267.08147021415573,320326,1.0,79,88.95415979480053,93.54426450286334,44.839179149408196,393
32.645821812615594,268.76176862836115,324334,1.0,80,90.58268734404133,95.40825893956256,35.79153433177073,386
29.584147810028043,269.02476393025535,328344,1.0,81,89.16732675911081,93.74809597670034,35.81545115175665,393
28.565341494633937,212.90364167009417,332345,1.0,82,88.77444761571684,93.28801099165908,35.63873402189532,394
31.64867369728406,277.00886821227186,336362,1.0,83,89.26848554223072,93.92493248696995,35.94680106389248,393
30.05641048039138,239.42349403140577,340374,1.0,84,90.29841872322005,95.0109607301534,44.54050593672762,388
27.017786700813073,249.22799019718494,344377,1.0,85,86.96780328681031,91.25551451823752,44.805074757140744,403
26.473140611729946,212.76517186487914,348388,1.0,86,91.32003540356082,96.03078378074639,54.31681101494709,384
29.349142918482137,230.07404013085852,352403,1.0,87,91.25377524800909,96.04611375665019,44.66503306990186,384
32.87025674508795,278.0081829786243,356404,1.0,88,91.58366192556602,96.52035362462918,44.54835965554775,381
32.968849693422534,276.8046760849849,360418,1.0,89,91.18876510654714,96.08771125539478,35.993727375295265,384
29.89136861660075,211.66454174468606,364420,1.0,90,89.89340331389948,94.55911844167318,45.33678188480677,389
27.84324417914359,201.70988882501274,368422,1.0,91,90.16475293422046,94.79805349054281,54.21832741736363,388
29.565409852244105,241.31188586988122,372423,1.0,92,91.24110747190036,96.03305189605248,44.69402328073144,383
29.556094303284162,259.24208544142147,376424,1.0,93,90.29328991738198,94.98965764746669,35.894939570659226,387
27.6215094085118,212.5090993043219,380427,1.0,94,89.74819706689613,94.33155463049883,44.86991519480608,390
31.751726305766454,267.89995685474423,384438,1.0,95,91.86202325813076,96.78863780101969,35.936642314868465,381
30.703683656795707,239.9053568779053,388439,1.0,96,88.95081134544156,93.54680662433165,44.697245064152995,393
27.984996932076136,231.16486731082887,392443,1.0,97,89.78325161600496,94.37960983886356,44.942244783480646,390
31.775773226253083,221.81948332682526,396451,1.0,98,93.90661012302833,99.05289669317152,35.62003393023397,372
28.5315027540225,249.62789088496262,400455,1.0,99,90.21445040406881,94.87068826824378,35.9006097950542,388
29.771767268992384,230.7964507213507,404458,1.0,100,91.04489604683393,95.82586266047497,35.89092813451349,384
28.943675629884947,212.638138697966,408468,1.0,101,91.6917509237189,96.51348432875822,54.550961179393916,382
28.110570794962182,239.984669128546,412478,1.0,102,91.48138305903227,96.25615496169684,35.688799201131076,383
30.36683019093506,295.0546420592549,416483,1.0,103,89.94367177525135,94.62642241063494,54.081183299963804,389
27.4270566881305,221.63311420799474,420486,1.0,104,91.81575779623363,96.6034386921831,54.37193163969451,381
28.546164479210564,239.7061923518962,424499,1.0,105,92.69365414004224,97.60821874078445,44.607383340539045,378
27.571731645003062,211.03850478393542,428500,1.0,106,89.96401792064053,94.56719717884697,45.10300400292911,389
30.208409729344524,250.09261440330044,432504,1.0,107,92.9369584507997,97.92638671550749,45.13783840903637,376
29.413180800713604,294.2329008291046,436511,1.0,108,92.52987266368027,97.45258093781717,45.05617695251699,378
30.55660118087678,258.75258769707773,440514,1.0,109,92.41289325799451,97.36059452350311,44.588127666148814,378
31.51507973308632,260.0805910547253,444532,1.0,110,93.44323942876018,98.52987978117743,45.13840795428567,375
29.381010119901564,222.7937953334884,448534,1.0,111,92.4537815694101,97.36785219238799,44.6490397704295,378
28.224384248725617,212.6862766048273,452541,1.0,112,92.80499154010887,97.72228725493743,45.17906729533207,377
29.23877811690513,258.9379264586964,456546,1.0,113,91.56012752030335,96.37656946276593,54.71085678425213,382
29.925738741536893,241.24587744535285,460546,1.0,114,92.13315515494787,97.02937243415211,54.033441230637074,379
29.444741468077385,221.75761751970057,464548,1.0,115,92.19163353626755,97.08092559978914,54.53240325345551,379
27.70282901737987,231.27822750891715,468551,1.0,116,91.3476344765158,96.09574131643575,53.70216414039769,383
31.12535083787535,239.0023792928401,472554,1.0,117,94.33377804515031,99.50192150696247,54.11789992590093,370
30.43212671918189,238.29316850403782,476555,1.0,118,92.61791719411632,97.58219818278066,44.62973959065704,377
26.41953824196231,211.62327980328322,480562,1.0,119,90.56580770774943,95.1983452032414,54.36761759684575,387
30.997289812545773,250.3361423135023,484571,1.0,120,92.55726161345854,97.53211342903042,54.133099131140256,378
29.92781906462846,229.29911076394674,488573,1.0,121,93.87240250450466,98.95306618154457,45.08849150285497,372
31.024034130719834,258.54739579528325,492581,1.0,122,93.00913684203887,98.03114443413351,53.869980081349766,376
29.597537235969433,258.22004679014447,496584,1.0,123,92.71189468451291,97.6577414128163,44.582039067736424,377
27.87249611840126,211.10083530892356,500589,1.0,124,91.59102979270142,96.37172584968079,54.12973599727123,382
29.885597982626287,305.714762506817,504607,1.0,125,93.73295192532069,98.7960518163332,54.67985809241519,374
29.53711489724388,231.04816546329252,508608,1.0,126,93.86753898162038,98.93544178986782,54.55563111767105,372
31.578429656776027,296.8383673850905,512612,1.0,127,94.6097944822699,99.81849891794283,53.84101433466398,369
28.739650582458463,240.6571623526631,516619,1.0,128,92.12635381183078,96.98413931887609,54.628875877173364,380
33.25247067202376,249.8739181310504,520628,1.0,129,94.91468603412099,100.21691716768085,54.3285614096713,368
27.7374381611455,194.41219542756482,524638,1.0,130,92.92562795190118,97.83963003833169,63.5804198783505,377
33.180432184290666,259.4102388977009,528642,1.0,131,94.53428731541719,99.79188513850202,54.477526701506534,369
31.16660830606256,231.132006833081,532645,1.0,132,94.31862224177698,99.48880839005767,44.722057519657206,370
32.01898800016984,296.86389934285427,536650,1.0,133,94.84675205294455,100.09893536572169,45.30385347194988,368
27.507766697232874,213.44608418208506,540651,1.0,134,93.6654660115798,98.65211227399517,63.02394891442045,373
32.652173791780456,294.70809242122914,544656,1.0,135,97.11424107764621,102.63648556431033,63.59508309229192,359
28.78444078286255,240.55858288614112,548657,1.0,136,93.17492717900834,98.14522720454734,54.38570520455847,375
26.728056523144232,211.58735358144997,552663,1.0,137,92.11720536169614,96.91884609601004,54.15359024443218,380
28.633126149973485,230.5003484172836,556671,1.0,138,92.38465359000735,97.26750758888056,54.17801746680507,379
29.128921826310936,240.7900618040633,560686,1.0,139,93.9171617288813,98.97885107031851,44.90021844294762,373
31.943867284225387,240.32052168879687,564691,1.0,140,95.82019464558165,101.17822733679378,54.4914578117791,364
30.89191277101088,285.9899495741958,568705,1.0,141,94.37163095723615,99.53428410677051,54.4081781128328,371
30.933647648989435,258.88395315936936,572706,1.0,142,95.00735063117985,100.24248553761541,54.436021972878294,367
28.775204700515527,248.90958608963518,576712,1.0,143,92.10990722206324,96.96613852780551,45.082783367269094,380
29.715531493782763,278.3444894731756,580712,1.0,144,93.33617229277297,98.35258506839469,45.38127863615932,374
29.80876388170308,238.89666928267292,584715,1.0,145,93.87328207640714,98.95189321622435,45.02329097245051,372
37.09344350418287,306.119159625047,588720,1.0,146,97.23281447650332,102.92766191286724,53.656358275307184,358
30.68206238332643,323.3084588190516,592720,1.0,147,94.03915549462172,99.15769401411673,54.164649264538326,371
35.44736278565147,267.9282246429896,596722,1.0,148,97.42890123420418,103.09021635061377,35.46136069282227,357
35.77200641550751,398.4094433362287,600730,1.0,149,96.03449244654531,101.54148236633655,63.40843131104294,363
31.3945080539083,248.5567538245606,604736,1.0,150,97.63818469118601,103.1802826876331,54.44120159549851,357
31.30257791760435,230.6799571710067,608738,1.0,151,94.51072343709015,99.7054544411962,44.67804818421841,369
35.898664489106956,249.21158035029487,612756,1.0,152,99.13369624662413,105.0013398629423,54.15089690527898,352
31.83680430717602,340.707564287207,616767,1.0,153,92.32669916913726,97.30122911287462,44.93095116156411,379
31.44201988054728,267.90963341095295,620772,1.0,154,93.38150270973357,98.4582103079139,54.54719749354021,374
33.189354616833086,258.3273601760908,624776,1.0,155,96.03497321043598,101.45731809465342,53.96684645198397,363
32.992624717146285,258.0118748835239,628785,1.0,156,94.84094856752266,100.12928626949422,54.33749988297083,368
30.00043021957596,240.5112880293083,632797,1.0,157,94.31797585522881,99.44913251096517,63.65984641457017,371
31.698883798876167,222.2822375121955,636798,1.0,158,95.23334444660927,100.52016107724732,54.817968777947996,366
32.59306331988635,258.3523267114149,640803,1.0,159,94.78572597669316,100.05386088724224,62.826404584911664,368
29.94232116957385,230.58755678794984,644808,1.0,160,95.60982463053791,100.88116478168133,54.284790844102275,365
33.219302376604396,250.2239696257245,648814,1.0,161,95.79839655353551,101.19825360797324,54.20751201645376,364
32.54186743292138,230.70667615387848,652817,1.0,162,97.32106723002869,102.86485611723062,63.68145818952864,358
29.60739511907861,259.4895229107983,656817,1.0,163,93.79946263252185,98.86210559331842,54.49209736782977,372
31.31293688183062,211.8399994198016,660822,1.0,164,94.8150545019438,100.04492764369589,54.01062289513845,368
34.78300785299835,285.7712795865055,664829,1.0,165,94.79001684752146,100.13076721476257,44.75973514357469,368
31.159762124705733,248.53676861845037,668829,1.0,166,95.69481557100245,101.01475893643108,35.45585843763983,364
33.31108558642873,286.6729050202142,672841,1.0,167,95.14513835617636,100.47656015869387,44.87761007143565,367
33.80421930978856,268.7249386370381,676846,1.0,168,96.50308984243247,102.00212390939073,53.77562866056316,361
31.48448409920385,230.6523834068032,680848,1.0,169,95.49227210209887,100.8002550187345,53.784596297286996,365
37.263080016958476,305.4280246742745,684863,1.0,170,98.47260774916079,104.31755857933396,45.1707870510026,354
33.73051988543093,284.2607590497483,688866,1.0,171,93.97846331250132,99.1977482756104,54.29324132455839,371
30.44201848287373,220.8479775831508,692868,1.0,172,95.29741605098026,100.5509153533681,45.1610143596032,366
38.68609303159996,315.2040789548444,696869,1.0,173,97.2811003323273,103.04439850062025,54.25011609825544,357
31.07887770871754,240.94591958004696,700873,1.0,174,94.07488624018653,99.21536858020629,54.47020748757518,371
34.44066198424845,231.56196481528457,704875,1.0,175,97.47994990128682,103.10866138394707,45.19641004510861,357
29.69661176725747,220.65619634551945,708875,1.0,176,92.5701474301152,97.50786550815009,35.85850343132255,377
31.184952606360454,247.33715256249442,712883,1.0,177,95.65952896401701,100.97365975844319,45.254453154510145,365
34.312052933897945,249.24131283382096,716890,1.0,178,97.83864643041687,103.50330381280008,44.9926959456586,356
32.12585085675426,258.1079875293286,720900,1.0,179,95.42366891092941,100.74327721064641,44.483824001230104,366
35.00357978719812,314.58842964861043,724909,1.0,180,96.84404258319725,102.41848264806336,45.273792056344405,360
29.33413035353708,222.2868687883706,728912,1.0,181,93.64723529796252,98.68604125908605,54.77999599530314,373
31.963597409786953,259.5421639896489,732926,1.0,182,95.77775472919834,101.13167248673777,35.69820039045416,365
33.70486993479079,249.37854495972658,736928,1.0,183,99.34958682814505,105.16574653990038,54.32967972844312,350
35.9341975320963,332.8080165147011,740936,1.0,184,94.98859764886454,100.3949090814411,54.01851475567274,367
34.98316319077659,278.1792381906346,744943,1.0,185,97.30159466585053,102.92976338662997,54.23031361268529,358
32.919083469890836,231.96501083377706,748951,1.0,186,96.63544363436728,102.11681352773655,63.24178845754309,361
30.630827857172516,240.34973197801793,752959,1.0,187,95.92935818918103,101.2566489026111,54.35765432122771,364
33.15256045857764,296.86267689422726,756963,1.0,188,95.52786940994612,100.89070303578977,45.058120315955165,365
30.140762809118268,240.19482049395398,760970,1.0,189,93.96604894068396,99.06283770188253,45.20021817998951,372
34.61697321417348,277.1825762947652,764970,1.0,190,97.11868331065048,102.71360185779727,44.959241496034004,358
32.2275692343969,332.96937639349005,768970,1.0,191,96.71847411394295,102.18226707871153,53.9793916773546,360
34.165070376722234,257.7233020709789,772982,1.0,192,96.93005919392057,102.48737149162031,35.70687529509665,360
34.20834502171017,287.4767093007079,776994,1.0,193,96.95034918590146,102.50859877527198,54.451775497516934,360
32.98793694501335,250.1798426387715,780998,1.0,194,97.56760069209369,103.15496339974152,44.9205291553431,357
32.82471206405105,277.0456188704486,784998,1.0,195,95.93167722421737,101.33055462403513,54.49889301301782,363
28.673861488229782,228.7829711287796,789004,1.0,196,95.48015383407838,100.69675677693158,54.019125209657275,366
31.791399991705756,231.7268669037105,793006,1.0,197,96.27936990970905,101.6834359633162,35.83704400909049,362
34.49685564573586,268.25678405953516,797011,1.0,198,97.25459283231324,102.86052786417835,54.53649284170779,358
31.673809392398805,231.4984855393692,801013,1.0,199,96.75457706615893,102.20927458199341,44.82055161625065,360
