Evaluation/StdReturn,Evaluation/Iteration,Evaluation/NumEpisodes,Evaluation/AverageDiscountedReturn,Evaluation/TerminationRate,TotalEnvSteps,Evaluation/AverageReturn,Evaluation/MaxReturn,Evaluation/MinReturn
37.49660647556836,119,334,103.87781553118504,1.0,480676,110.3663630624578,296.56193741526795,63.79764706148766
37.31093343255619,120,339,102.37586846509099,1.0,484681,108.67772485203973,284.87020632936884,63.57145008251655
39.23415500562825,121,336,103.25307422353221,1.0,488689,109.734483657043,296.22122751048755,54.60447226448476
40.535623529417805,122,332,104.31129305450045,1.0,492694,110.97080067993961,368.42297295228616,63.26838499132951
35.302567684372164,123,338,102.82122440681695,1.0,496703,109.09969811229301,286.9659669927773,54.493529103809735
41.41350239320559,124,333,103.9545944634956,1.0,500709,110.61090044199248,312.6233955712082,54.57949197923828
38.17625388487795,125,332,104.54997300561318,1.0,504720,111.14663491684091,286.22277478882955,63.66433098264379
39.95505026430976,126,333,103.92150011894064,1.0,508722,110.51737546004173,296.8591256656382,63.48552560109005
40.6200027358811,127,330,104.97365268015838,1.0,512729,111.72160506906225,303.58187499710857,63.791180056232925
41.90255523774007,128,335,103.44331851075796,1.0,516737,110.05847228610668,323.75430530392646,63.901327785024705
39.59009336238348,129,336,103.19260462471684,1.0,520743,109.68378058631747,305.3302208709049,63.57523782062157
40.84327375538241,130,332,104.33451861598898,1.0,524750,111.01943706850285,259.15391936327114,62.575777493306916
36.06606215130934,131,345,100.72556790601972,1.0,528754,106.78489924838726,295.41393606039094,54.56055249198957
38.72620860462726,132,341,101.85044543015454,1.0,532763,108.14542922367458,267.9936279941852,63.68151172324212
39.508416104843164,133,335,103.34490128916562,1.0,536764,109.84932284717135,268.57089383315537,44.71456020954634
40.49276291029025,134,334,103.78724529417211,1.0,540770,110.38408350736742,276.8106057972428,63.425183122377604
35.1196857360368,135,342,101.66450833624926,1.0,544778,107.7997614574447,267.83159576642856,63.72493086287579
37.061849596249644,136,347,100.03921404643994,1.0,548779,106.05691713726375,302.2070338518561,63.70051111946509
38.28182064748522,137,341,101.86275253185212,1.0,552788,108.14314314070931,268.72038168869324,54.62965577898395
45.11196238156865,138,334,103.48117855137737,1.0,556792,110.23302693505484,483.40424821286,63.45151791362236
34.9887391425717,139,344,100.90973232810882,1.0,560792,106.95214852851811,238.7622253185409,63.88417230101138
40.70060695861884,140,344,100.93621399842756,1.0,564802,107.2006210610362,341.5064640443916,63.85741692472152
38.05666066389931,141,341,101.64975156058713,1.0,568804,107.89949967219523,258.87623575774563,63.703758086077684
36.70770825171874,142,349,99.73485443428692,1.0,572816,105.70422021444097,295.37211525472674,54.482213316039534
36.68819571293397,143,345,100.68555676615807,1.0,576821,106.76687592759086,266.447977135584,54.27096801513351
33.66998033455196,144,347,100.20625625938122,1.0,580824,106.11818685418147,248.23670500827973,54.138110879316855
41.490052791099785,145,341,101.82362945457794,1.0,584837,108.2319451016354,332.71562791095033,63.21642697149817
35.274144322995944,146,353,98.49287322594313,1.0,588841,104.26864789358953,258.1303777850217,63.40121346774944
36.908447155293594,147,340,101.97754817278431,1.0,592841,108.21709562008529,276.732334976831,63.692979055230566
36.7910256068211,148,357,97.66299985400583,1.0,596857,103.40368824556805,257.7176653534346,54.50676473561818
39.82601128979565,149,339,102.24399844980091,1.0,600861,108.63351400204232,286.4228147675294,63.73590016192727
33.453677236783065,150,362,96.32464258540311,1.0,604869,101.79204305367888,240.14188563294556,54.48984517611552
38.149140661115126,151,353,98.37375960842601,1.0,608871,104.24389147462828,287.15210900308443,63.491572174093434
39.58992364999245,152,350,99.28635111774561,1.0,612881,105.31610973525343,311.5255486175959,63.484904856118646
41.74589136327497,153,350,98.93446071775283,1.0,616882,105.01913616775228,330.8539276806088,63.570598571629986
33.484140972160205,154,366,95.33205693241614,1.0,620894,100.69469920683476,257.30551573432416,63.29643785377241
33.78024207048141,155,367,94.89521339608805,1.0,624896,100.21709092179448,258.4563945145975,54.12443856290805
35.379656175500976,156,353,98.56467474029684,1.0,628903,104.3534013287704,256.1688735827014,54.424357145448084
33.753408832832314,157,370,94.27235541904433,1.0,632910,99.5268911039875,267.53656840466977,63.389248795820905
36.84016712177053,158,361,96.61433978885022,1.0,636924,102.23679690258362,267.9624585026253,54.62986360662302
33.88463703512861,159,360,96.77120880791279,1.0,640931,102.30153892570486,304.15138922115216,63.45453421643577
34.180441929715364,160,366,95.12448872933764,1.0,644932,100.48663216759596,247.55649241960657,54.514540299731514
37.242138980792916,161,358,97.15832774310007,1.0,648939,102.85807174842908,306.12079782753545,54.32362878835099
35.361219662891884,162,364,95.64939370048569,1.0,652943,101.10804788762559,313.887909467351,62.93703507946835
41.74524120769661,163,349,99.6298294946892,1.0,656960,105.79327101604198,321.54602661987633,54.36273429765741
35.299665051763135,164,359,96.88999363344324,1.0,660964,102.48818789357482,258.5538646767443,54.18530491241169
35.59432764864417,165,370,94.09170499338524,1.0,664967,99.38977481143658,361.27141668017055,35.474223773436336
34.72793579992994,166,363,95.93537773884883,1.0,668973,101.40414277455967,305.00510739265786,54.67653389539897
36.11514350330202,167,363,95.78694171758349,1.0,672973,101.29210611700199,258.7757997093105,54.14805925461741
37.803964418112535,168,356,97.64538952617556,1.0,676978,103.42070095019852,295.7223934803254,54.328246530764225
35.479522253522575,169,361,96.46753440152642,1.0,680987,102.02893145593484,249.6386844338268,44.936721473875096
36.49171843054913,170,357,97.314045853303,1.0,684988,103.00367802257023,285.2139639756187,44.72751641977166
37.186299123755454,171,354,98.07111490703787,1.0,688988,103.86946493422579,313.53619835502866,62.725267325403884
40.557236368332,172,334,103.61730908058922,1.0,692991,110.20141522886145,267.37963232783375,63.68812480743253
43.35095116591326,173,344,100.57647040457205,1.0,696993,106.92330162323412,285.91090485117695,54.48422641306389
37.47216604239276,174,354,98.08373240248379,1.0,700995,103.89843335683678,266.7281103282006,54.55822869046749
39.7120746667194,175,354,98.50360263087391,1.0,705018,104.45299978938337,296.0467977018672,54.79029599454715
42.13536352903841,176,346,100.13989041597237,1.0,709024,106.38087043488841,350.1489679235423,54.62671461927004
41.202555081347356,177,341,101.53703652224078,1.0,713027,107.90229256974774,277.28856526719136,45.2906554755731
37.45915779548861,178,349,99.52985126173132,1.0,717031,105.50335952503224,296.68866344966074,54.736005156712864
34.54943024186404,179,352,98.83570488488402,1.0,721036,104.62389489381421,258.1324097964061,63.83293172915704
42.56041259119342,180,341,101.52038524787336,1.0,725039,107.93785049546699,378.5194767047451,54.236297926026765
38.757151907806985,181,345,100.53176891663175,1.0,729041,106.66467835649486,434.91951263371504,63.84680743864222
40.396187681288644,182,331,104.59228879721604,1.0,733046,111.2870068087287,277.78837564987657,63.81680970310538
35.57351048308324,183,359,96.86684360443435,1.0,737047,102.46928220190071,268.5466366016297,54.24130565593046
41.9796435642538,184,345,100.48661890903882,1.0,741052,106.7570053363608,305.39431309935907,63.55298843389224
39.151050314341695,185,354,98.44716971239372,1.0,745071,104.36474894645629,323.6275037411862,63.79295100329087
35.705364875714025,186,357,97.49014504127524,1.0,749077,103.16500678746209,286.703896934403,63.885616820202046
38.28845743766014,187,346,100.32345429079355,1.0,753082,106.42071457882099,370.22051958868485,63.56171371194742
35.41373326289099,188,346,100.72140807321179,1.0,757099,106.75932400978141,231.10236294609444,63.67394995579896
40.11059146494008,189,341,101.63611342293218,1.0,761102,107.96035423534526,333.0160012679336,63.866245002943046
40.252769446202045,190,349,99.33098523446158,1.0,765102,105.38823828514074,350.6853277747938,63.86634768209027
40.80655365481625,191,335,103.20767177784583,1.0,769102,109.75406009310865,310.857150585338,63.757283228119384
38.249393035912775,192,341,101.80053741541825,1.0,773108,108.07189382742047,293.2801551530717,63.55626523986331
37.13263322152623,193,344,100.88457264025068,1.0,777110,107.00358940399522,312.3777605879282,63.89562770836195
36.98269076375816,194,340,102.01011772966915,1.0,781114,108.26176846512601,249.38622397972196,63.88210608987298
42.050618966055595,195,339,102.22862076231965,1.0,785121,108.7039097014528,395.9037711888077,63.8744332779193
44.691430746938956,196,324,106.68522845910128,1.0,789130,113.82570644813472,369.0242047526436,63.85588886020809
38.79064819185725,197,338,102.5957519499461,1.0,793136,108.98357069939313,324.06902406012375,63.60891217188254
42.51060793445815,198,327,105.81064180733554,1.0,797144,112.7460493039706,322.45802008281817,63.50927768003637
45.586753890131256,199,319,108.09024473318658,1.0,801151,115.45590379411514,322.2116022195662,63.6191104839007
