Evaluation/TerminationRate,TotalEnvSteps,Evaluation/AverageDiscountedReturn,Evaluation/Iteration,Evaluation/StdReturn,Evaluation/NumEpisodes,Evaluation/AverageReturn,Evaluation/MaxReturn,Evaluation/MinReturn
1.0,416540,101.3359173206631,103,34.3811818776865,343,107.40556237848472,248.13820286877808,63.77258151564642
1.0,420544,102.3927715232492,104,36.68976930138099,339,108.67092192753282,259.1554701387455,63.77380277538501
1.0,424553,100.27497248339131,105,34.78292253592431,347,106.23494159232916,267.97705356123936,54.12314743431192
1.0,428557,100.73909598621508,106,34.34376926024152,345,106.73801955704604,267.7038790108275,54.23858572219116
1.0,432575,100.91863809332551,107,39.118660167119636,345,107.11749543243748,304.5007087139139,63.7410240052331
1.0,436585,100.68481674957151,108,32.83489462124409,346,106.62327263031679,230.52988684743133,54.50740129210207
1.0,440585,99.51434678759941,109,35.634718915482566,349,105.4182051313911,258.244690336511,63.21952527519983
1.0,444606,101.56955875449825,110,38.10769217890638,343,107.80740143900488,267.1097972595174,63.69350196037438
1.0,448607,101.68170504438287,111,45.631252366119845,340,108.24420048690817,358.7884233522156,63.62590198589107
1.0,452617,104.21363891057672,112,36.5987863467192,333,110.71342031964713,258.3321489290995,63.802865919329946
1.0,456618,102.80055370413316,113,39.21123108914864,337,109.22592913900873,293.9280649874931,63.388548626930024
1.0,460619,102.56829918958161,114,37.804539669722864,338,108.91120817964705,305.6969955266261,63.436558479105244
1.0,464624,106.50304882496069,115,39.2248701668766,325,113.38248251417593,259.5514498693554,63.959006347946364
1.0,468632,103.05974108316515,116,35.044597193863794,337,109.36069076633926,249.0814568442971,63.59439101568431
1.0,472633,101.12283164825803,117,37.948261661342755,343,107.30288225093246,249.99299082535273,54.187225272973706
1.0,476636,104.05911013373647,118,37.19068513045066,333,110.56080100311353,258.8777471529627,63.09987439930853
1.0,480637,102.95321967279878,119,42.09797159642556,336,109.51940749514941,286.9551372123848,53.926618729163884
1.0,484647,103.76375255818911,120,41.48275443485498,334,110.39944039194319,322.9842755361887,54.26850386740303
1.0,488662,102.77353100284259,121,39.833940711987914,338,109.22457225609108,314.97840958393215,63.622188278886995
1.0,492670,104.20318488370549,122,43.93070932425196,332,111.00735867015347,323.4305419202567,63.06037170930801
1.0,496676,100.29212708937503,123,33.81518175930457,347,106.21860735353741,222.0664790538177,63.90530896740378
1.0,500685,101.66762102029644,124,34.88309881804697,342,107.79606690612816,257.7650610142628,54.37427072684271
1.0,504689,103.7989621418503,125,36.51953446193137,334,110.24155662252585,320.9034692312092,54.69584537268002
1.0,508703,104.82787655859596,126,39.514662514894034,331,111.51332513176504,332.5001242594627,63.372464441519135
1.0,512706,103.73717843514306,127,36.68721579239954,334,110.18289262944813,310.9025978916125,54.330700348000256
1.0,516727,105.30426025118535,128,39.67096794050543,330,112.05648686381173,266.7976008899748,63.65534856584967
1.0,520745,102.32828087559281,129,39.33303319880425,340,108.70250436368664,285.8708736815311,63.47800843886887
1.0,524750,103.19538049812766,130,37.79152242913997,336,109.61664730658666,265.0586319045279,54.406022723018076
1.0,528766,101.7242016966668,131,37.67704450158621,342,107.96727032007551,278.2080641859482,54.49434648668836
1.0,532775,102.07284286955567,132,39.20367016664243,340,108.41574690491329,285.9188174798309,54.51038373249909
1.0,536779,105.08097935506532,133,42.47914470100486,329,111.92420261482182,286.9338118579055,63.42910383767136
1.0,540784,105.11526759276217,134,43.13275969559959,329,111.99019018642568,314.2398823473386,54.295300991560524
1.0,544796,106.97860270804348,135,39.23706264497838,324,113.9200118334282,257.46579155075466,63.19792660662556
1.0,548801,105.68055302176654,136,43.19053549198591,327,112.62899755019693,341.43935666363745,54.50604665674487
1.0,552810,106.11130608933581,137,41.31060459518189,326,113.03742237768873,276.97068640892394,63.389838561781254
1.0,556814,108.10359774097354,138,44.8714035363498,319,115.43339268246342,343.0372464342196,63.23002250298137
1.0,560814,103.33176515975565,139,39.002569502131244,335,109.81213832229803,360.96478725965625,54.743834459240446
1.0,564819,104.25195552005034,140,40.69280567162275,332,110.91795431668555,268.21187744957354,54.53939156624939
1.0,568819,106.81021609591647,141,43.69107578533288,323,113.917587999031,314.908780581775,63.55150761614473
1.0,572819,109.30332930746538,142,44.23615837412979,315,116.7636306777639,259.64501964631484,63.588317913142575
1.0,576829,109.91437500335316,143,45.28567584460277,314,117.4909830148143,315.10189123287057,54.18369874610525
1.0,580836,109.6029712578849,144,41.7416961095409,315,116.98634517844708,268.3323547458355,63.41997354200394
1.0,584843,106.84007037768791,145,38.99700349504382,324,113.75561983822607,268.09977568627613,63.40891576806476
1.0,588845,102.27940293873095,146,37.53301043751904,339,108.577471893143,286.8264069531379,63.509686486094296
1.0,592862,108.29976388288006,147,40.84061817899986,320,115.47783104817086,257.2087064691875,63.52121300410023
1.0,596870,105.32747044985607,148,38.41413102053268,329,112.03274431310349,284.45728548961114,63.8889171711013
1.0,600890,106.54545272064469,149,46.20625227986026,325,113.73954206096683,369.5447071547135,63.819901061300655
1.0,604893,104.49264208856538,150,40.7170823331376,331,111.19016601383537,294.90764517725336,63.424451078625594
1.0,608902,102.91772781682229,151,40.903179941508384,337,109.43073899812326,313.1538235080675,54.77549873225757
1.0,612905,103.71378787191641,152,37.832493943788,334,110.19924002393944,314.5851237857272,62.86834735801456
1.0,616915,105.93133042745505,153,41.07598174982745,327,112.81838374785046,286.5833884689741,63.50313628830175
1.0,620929,108.29075130384324,154,45.658493650783385,319,115.68408484892716,340.0629408881889,63.512416937351055
1.0,624930,103.8926577117735,155,39.86480018193215,333,110.48190742122218,285.46682269366545,63.691491722098206
1.0,628942,105.83006776252513,156,44.02694584472206,327,112.83866647689233,314.2756960377559,63.173867500773085
1.0,632953,104.18455860284335,157,38.32787617856246,333,110.74673373986016,266.6346217506878,54.66085162188998
1.0,636956,103.98760265757355,158,38.06851032194571,333,110.51359455795465,276.2829446949697,63.49814257345099
1.0,640972,106.87919951420481,159,44.058938358494075,324,114.01436029809825,333.3516865557507,54.78401406510639
1.0,644976,104.38629249384854,160,37.20913636770891,332,110.92509806477938,266.9433411872912,63.45933841084859
1.0,648983,108.95593953450837,161,49.022598996454406,316,116.59507810416817,341.96145317336567,63.655322788531834
1.0,652996,106.880747338616,162,40.75540583640251,324,113.87455914914926,314.391367284234,63.76890468710945
1.0,657001,103.75517476132143,163,39.81019301407593,334,110.3191666063151,297.0023953008844,63.98291234669251
1.0,661004,106.65703020831396,164,40.3665402938249,324,113.60369098814296,331.5389184012665,63.90531900665458
1.0,665004,109.05995408657732,165,42.45748208861789,316,116.40442383088171,304.07116270332307,63.47199313939607
1.0,669008,106.5308225624883,166,44.506577447700735,324,113.64421618611128,314.26706872219836,63.62579486173734
1.0,673024,105.03657632290496,167,43.20729090144629,330,111.90747848591187,306.1820701765611,63.60622379259968
1.0,677033,105.51626303551794,168,42.075386941649356,328,112.39708272625995,286.2130921101039,63.39076598214351
1.0,681038,104.73722168207843,169,42.8427039530345,330,111.558350570545,323.2938061717982,63.52615394589382
1.0,685049,108.25107201336411,170,45.30208407175245,319,115.6219746063323,296.22234773124416,63.53183962459242
1.0,689061,109.00179967833172,171,44.637152055797024,317,116.43172054168905,303.68569920966615,63.47817505041272
1.0,693064,108.8021798694704,172,42.958009187610614,317,116.13609127999632,314.1283161790962,54.60687903258184
1.0,697073,106.7473863521775,173,42.38600725186245,324,113.79595290517678,276.07245274570977,63.307361741671826
1.0,701075,104.98199617890536,174,43.5926722577875,329,111.86722380993044,276.31584353889,63.51337895363173
1.0,705075,108.39127667441177,175,43.14584892373094,318,115.67937871773553,332.639859815455,54.371789604830106
1.0,709086,107.35067004272939,176,44.64512441315476,322,114.57603484123845,315.3215687223964,63.36741103222073
1.0,713087,106.75839655895052,177,42.582562363110775,323,113.82138358095057,286.0114964892244,63.448403270455536
1.0,717088,110.58640108578471,178,46.14034598654847,311,118.29712087136247,303.67538719634956,63.7969669209657
1.0,721090,108.34075200884166,179,45.742490366005775,318,115.73985945950923,311.42243641229106,54.563737431610775
1.0,725097,107.91714268320534,180,43.72146154449564,320,115.17467143900384,277.85083479503555,54.634141175663785
1.0,729100,106.35204852185774,181,40.322655379272284,325,113.26265734872445,322.5219972402515,63.406704674102045
1.0,733115,105.722839339514,182,40.00322097903713,328,112.54309263951275,268.11200829393147,44.50662435989209
1.0,737126,106.55410302850284,183,40.283772605579614,325,113.49172984363224,240.37335808825605,63.660284655606716
1.0,741132,106.68946771782497,184,42.825496753500644,324,113.74668645480284,286.76415349252017,63.71946596360376
1.0,745134,107.7040337382147,185,44.3935550837108,320,114.96739097772672,315.05313787136765,63.438849047269244
1.0,749139,104.96116852988284,186,44.712350476000125,329,111.88939427548901,376.89458160454467,63.57361668791663
1.0,753144,106.97920415435965,187,42.02228334876268,323,114.04046839329126,294.71496001005556,63.16657590858005
1.0,757157,107.85586422272438,188,40.75953186894071,321,114.97417582304467,257.8173909752645,63.626530859003886
1.0,761162,102.90396895299071,189,38.2568826775254,337,109.30512320843626,303.96985489600576,63.78617440052667
1.0,765165,108.28672503039876,190,39.61006315563289,319,115.41005570464661,267.66765134240194,63.96127965293943
1.0,769165,107.68300595730186,191,45.343055250464026,320,114.98094285733396,304.9086755984434,54.635550850537165
1.0,773166,108.09125511116265,192,42.88711077965434,319,115.33368248904415,286.81259070058,63.22337299248352
1.0,777176,108.03846009968663,193,42.02294993436917,320,115.23572691457814,268.4019928138985,63.63367568097288
1.0,781184,111.22155031315823,194,43.797153161667815,310,118.90716105879798,321.92232859266454,63.48649041995213
1.0,785185,106.76900428975209,195,43.85817349238902,323,113.88391087648294,315.2686595289385,54.812331730597506
1.0,789192,111.92031991651925,196,51.80765362081598,307,120.08769367386998,333.32712028404546,63.74633107981293
1.0,793206,108.10639370731141,197,43.79401418016819,320,115.38766017447651,333.32302262241825,63.74268441900015
1.0,797208,107.24518487470061,198,41.41704648899319,322,114.31280946389026,287.2100492937924,63.55883177708895
1.0,801212,108.33289146281533,199,46.298168310122925,318,115.76518510678291,295.15534477821404,63.47504871427428
