Evaluation/StdReturn,TotalEnvSteps,Evaluation/TerminationRate,Evaluation/AverageReturn,Evaluation/NumEpisodes,Evaluation/AverageDiscountedReturn,Evaluation/MaxReturn,Evaluation/Iteration,Evaluation/MinReturn
4.30850999302797,252142,1.0,31.20494650281907,1140,31.00849260445336,44.75469909331764,62,26.721138789324893
4.195397791016503,256143,1.0,31.102871715609023,1142,30.90781705746324,44.54435559914936,63,26.716874180413235
4.286736925374187,260143,1.0,30.858522853424432,1153,30.66724962525421,44.56367852437576,64,26.72199929400087
4.390656069278632,264146,1.0,30.853167674720535,1156,30.662112998273166,44.508105677343785,65,26.72025254856988
4.304540361690403,268146,1.0,31.22307682875807,1139,31.02642177516683,44.64515570472658,66,26.721268913841214
4.19259494414267,272147,1.0,31.279842201000353,1135,31.082153809759337,44.459502293202796,67,26.71956048273293
4.404272148569553,276149,1.0,30.856783825919855,1154,30.66533749618178,45.06106096524372,68,26.695163378344212
4.421806338812875,280149,1.0,30.68184167297816,1162,30.493244992141296,45.30392271815635,69,26.726918343670583
4.237400805666417,284150,1.0,30.603594218722883,1163,30.41610024692169,44.49729215395401,70,26.726457705256045
4.174631057322123,288152,1.0,31.157187965114243,1140,30.961354416229273,36.04263198750099,71,26.743646395675277
4.354690292058623,292152,1.0,31.031993918879454,1146,30.83799086416817,45.188165723884616,72,26.719193617464082
4.334239209343112,296152,1.0,30.614822332106616,1164,30.42727247191464,44.533435005636555,73,26.69706675349785
4.348696139329995,300153,1.0,30.727060423457278,1159,30.537680545372748,44.605943438836036,74,26.74629216569798
4.250059004883294,304155,1.0,30.961557342698708,1148,30.768537497557233,44.59421119001729,75,26.708084090272937
4.391244993198768,308158,1.0,30.902232377262088,1153,30.71024843995532,44.71795260939317,76,26.71567569707563
4.207845178460547,312160,1.0,30.329767880362553,1176,30.146608088064042,44.63705286880554,77,26.704421783093395
4.301870748495478,316162,1.0,30.693535969465316,1160,30.504641528442523,44.637104256721464,78,26.733694954704717
4.268789931507047,320164,1.0,31.27431788410315,1136,31.07662875320186,44.724251531645194,79,26.728803643911164
4.3046114627048535,324164,1.0,30.602387876942505,1164,30.414971087347396,45.11496679975774,80,26.735036977484455
4.385933553972237,328165,1.0,30.193244047170626,1182,30.011765360758808,45.39937527883268,81,26.711863599359432
4.362992797947015,332167,1.0,30.68052920890999,1161,30.491782576396368,44.621749138006265,82,26.687597150266352
4.195674552227183,336167,1.0,30.821425786548087,1153,30.630602304088328,44.672262664463105,83,26.714815112922096
4.242494997661817,340169,1.0,30.626743378600313,1163,30.439011442116367,44.48278552057523,84,26.706704306903124
4.301120693322821,344169,1.0,30.22544476062235,1180,30.04364227315245,44.59971824461289,85,26.722667272446245
4.251764019623145,348170,1.0,30.471756922637272,1169,30.286265301720025,45.13764398373813,86,26.73754216441879
4.196270367396094,352172,1.0,31.150115222874316,1141,30.954486694537945,36.2284514425041,87,26.728816004759025
4.275000934592228,356174,1.0,30.571985041907052,1165,30.384944841415418,44.66477434536785,88,26.70698866998169
4.254976461811604,360175,1.0,30.230649238149166,1180,30.04885964675347,44.76093220221152,89,26.69970419312466
4.4151584294298925,364175,1.0,30.718378935252236,1159,30.52897596934262,44.60626759990889,90,26.72378494171936
4.240662557317203,368175,1.0,31.004315040732006,1146,30.810735028196305,44.784781990395444,91,26.719485632348068
4.311627096122393,372175,1.0,30.436110670097722,1170,30.250987779165374,45.53806240019776,92,26.728627586473657
4.109995728073152,376175,1.0,29.819118003092836,1196,29.643341182014026,44.621803151826896,93,26.719651836901903
4.274556108882815,380177,1.0,30.502409155101617,1168,30.316435860331605,45.29209774332354,94,26.71804140821147
4.246942742753418,384177,1.0,30.88421698173368,1151,30.692444434545422,44.566937358002306,95,26.72650538896094
4.2322097108992995,388178,1.0,30.31395462161278,1175,30.130720176999013,45.174517137160414,96,26.68995838656813
4.3114568866082985,392179,1.0,30.195014931153928,1181,30.013535264085018,44.87919575322651,97,26.71673049351589
4.303396431699093,396179,1.0,30.370496197636214,1173,30.186396737206344,45.25698739049391,98,26.724813352394143
4.23633441302112,400181,1.0,30.67671069824389,1160,30.488056341700023,44.57298181385567,99,26.713930929107974
4.330320048745054,404182,1.0,30.47893756129543,1169,30.29324842398829,45.108924779580974,100,26.73174901119036
4.195994998356542,408184,1.0,29.98179251960846,1190,29.803573830401643,44.63384867627599,101,26.72367284530793
4.256714679006058,412185,1.0,30.372272593363355,1173,30.188226509835886,45.43518832427252,102,26.722419496881745
4.278981120890675,416185,1.0,30.93711111951856,1149,30.744535790148255,44.58150557082567,103,26.708442244636387
4.26665436928611,420188,1.0,30.384534270777028,1173,30.20025777029345,45.417559213686765,104,26.72823011861766
4.242105135505135,424191,1.0,30.057155948341876,1187,29.877748454222154,44.722856404296266,105,26.71668562887211
4.2769369728276505,428191,1.0,30.34025461647831,1174,30.15660701464305,44.66131138499085,106,26.735989805938637
4.256498014046469,432193,1.0,30.832348889098256,1154,30.641418627833193,44.5571638213096,107,26.707445969528237
4.229064046648996,436195,1.0,30.162022814359176,1182,29.98106606099418,44.582914058754966,108,26.714870297811643
4.231576066391054,440197,1.0,30.12431520764901,1184,29.9439865942573,45.62316342478175,109,26.72863763286277
4.307031611151316,444197,1.0,30.419155601337554,1171,30.234353067478295,44.550157691018924,110,26.725011999862602
4.231750356066532,448198,1.0,30.80910633489689,1154,30.618464082029362,45.07389336051537,111,26.725598263084706
4.296320251539059,452198,1.0,30.44168438444284,1170,30.256557077135234,44.864678759027,112,26.710712293331795
4.197029054335115,456198,1.0,30.130083655117897,1183,29.94972084298994,44.671183126839296,113,26.721444388384015
4.3356456913457375,460200,1.0,30.25841753703919,1178,30.07583888314179,45.56364259935347,114,26.715827462577884
4.26517678967997,464202,1.0,30.696223897047034,1159,30.507208293849587,45.0003018237568,115,26.706498458929694
4.257201714597465,468203,1.0,30.397469069606572,1172,30.213061636472936,44.672900490787356,116,26.713348247758457
4.303722703745788,472204,1.0,30.13499771164575,1183,29.95431148526405,53.85775216911401,117,26.718821224063028
4.184421230429844,476205,1.0,30.027441410070562,1187,29.848448877357438,45.48240731920597,118,26.72486544788279
4.205785854278516,480207,1.0,30.72547286351414,1158,30.536200439558904,44.52031867706057,119,26.720854295287033
4.212906307704719,484207,1.0,30.139670365877972,1182,29.959006467746324,44.70767961867098,120,26.71648676411441
4.323961137694082,488209,1.0,30.233144589899826,1180,30.051130476554498,44.910909363704945,121,26.72351986925848
4.289075221077554,492209,1.0,30.432840677266682,1170,30.24780241378106,44.930925906924344,122,26.72102959125835
4.218471130993357,496211,1.0,30.53056560233536,1166,30.34411735068445,44.65867252337205,123,26.725031382810165
4.236267271266317,500211,1.0,30.126361074301844,1183,29.94590427829979,45.25644798612409,124,26.71699703832005
4.226241210991058,504212,1.0,30.065491710486125,1186,29.885988812183946,44.540403709724764,125,26.722447303993704
4.214516494382538,508212,1.0,30.06862453169749,1185,29.888984285748503,45.37503356353988,126,26.716826980056336
4.177061962707279,512213,1.0,30.639096081696895,1161,30.451109372630214,36.24651077032689,127,26.71485165804929
4.148068485740704,516215,1.0,30.20066238096198,1180,30.019265079839077,44.59645933594064,128,26.726811485703664
4.26399766728771,520216,1.0,30.07190459973218,1186,29.892267778139516,45.58234960834844,129,26.721761039089422
4.216172111708352,524219,1.0,30.309789299607363,1176,30.126702641155987,44.63774507147023,130,26.704738615209557
4.246710634792504,528219,1.0,30.489572473135116,1167,30.303668815479,53.71813756309412,131,26.722021993152268
4.2821071488788895,532221,1.0,30.378498766625956,1173,30.194299814809902,44.63184603449524,132,26.72576889093084
4.260312519204658,536221,1.0,30.009893765479458,1188,29.831104790076413,45.55363246717181,133,26.710761165392
4.16709936590968,540221,1.0,30.140554560643327,1182,29.959987632955333,44.64372510135111,134,26.706453384457138
4.194451395783464,544222,1.0,30.34905536884263,1173,30.165293791446533,45.2550323216997,135,26.722420310545523
4.205838853012605,548223,1.0,30.080342086003764,1185,29.900586696410134,45.54001092902975,136,26.727508485155326
4.076962631784408,552223,1.0,29.76668311527432,1198,29.591700164903166,44.93518169978091,137,26.711385076950336
4.225665693558924,556224,1.0,30.362957015166394,1173,30.179058638508305,45.461572839336455,138,26.717532943339428
4.288370327624045,560225,1.0,30.6507983767069,1161,30.46249483738943,45.30875030420668,139,26.733440190942048
4.20742109000747,564225,1.0,30.262567494299287,1177,30.08017726098712,44.66070334208083,140,26.69637187222793
4.092952518143236,568226,1.0,29.756539245364884,1199,29.58170855623806,44.849311717001136,141,26.713324147406013
4.301375529329164,572226,1.0,30.346887066065992,1174,30.163151591829227,45.574460456438764,142,26.723492865334862
4.249285758391964,576227,1.0,30.409779402899044,1171,30.225097090345283,45.38791592861217,143,26.73146060870775
4.133001278535504,580228,1.0,29.974602872518886,1189,29.79644554346586,44.72115348402053,144,26.7194425035767
4.139166638325382,584231,1.0,29.8586327891071,1195,29.682198215756284,44.66598176259677,145,26.728488423265997
4.1955134973794355,588232,1.0,29.978970153502768,1189,29.800642958390497,45.54091330752922,146,26.728269413633285
4.256591007001502,592232,1.0,30.358158969286265,1173,30.174235360458287,45.36265507532376,147,26.701701933490384
4.235708514334395,596234,1.0,30.117229408235044,1184,29.936917733337292,44.82232486663814,148,26.72571457792254
4.267897204918106,600235,1.0,30.093617332016148,1185,29.913646480701903,45.48638429619973,149,26.719813829286068
4.116659366947011,604235,1.0,30.016506688518092,1187,29.837799782664064,45.51181014640382,150,26.710236148804547
4.232659543518531,608238,1.0,30.46949109508868,1169,30.283955519206494,44.49174192681004,151,26.69089066579181
4.195151207133501,612240,1.0,30.079967780594774,1185,29.90018418210179,45.40488534832187,152,26.72816983035873
4.094949103919461,616242,1.0,29.803052062581234,1197,29.627502738908856,45.4548726409396,153,26.700810068259266
4.161306063071044,620244,1.0,30.29331700735178,1176,30.11052112701806,44.43238017863129,154,26.731493722408466
4.227150216501083,624246,1.0,30.53830862608962,1166,30.35179567339748,44.85036324399905,155,26.710253472741968
4.113684301784038,628246,1.0,29.917765118657595,1191,29.740454166130224,44.532186629809324,156,26.720739705363222
4.239134391868579,632246,1.0,30.08069933463698,1185,29.90094129809845,44.6107970184551,157,26.716134334169027
4.17023481157088,636246,1.0,30.122283528539985,1183,29.94201595717791,45.36754777259391,158,26.700249746867364
4.155191572610126,640247,1.0,30.15778197277937,1181,29.976874786597865,44.5637182331111,159,26.71344318034985
4.204279208941849,644248,1.0,30.099542167442806,1184,29.91948743869338,44.68975560074526,160,26.714980687361454
4.172891382070353,648250,1.0,29.997985737174616,1189,29.819542521866186,44.7871490155312,161,26.742672985969357
4.1200667282463685,652252,1.0,29.94399719295705,1191,29.76636692935547,45.1995646936345,162,26.724728791486157
4.1009472760082275,656254,1.0,30.071941204805054,1185,29.892408006236668,44.46948211440647,163,26.72915383639905
4.142936991005885,660256,1.0,29.863737967298597,1194,29.68714688355246,45.31593078321928,164,26.707167248722115
4.105036955861055,664258,1.0,29.845882239524318,1195,29.669669725744395,45.51186154477148,165,26.73156924142545
4.184856057049978,668258,1.0,30.162184784232462,1181,29.981271552944147,44.67528022145008,166,26.738703514550952
4.295731497901897,672259,1.0,30.44374944867063,1170,30.25855048831355,45.12401413206057,167,26.719587300819775
4.19843606558004,676262,1.0,30.06892901566461,1186,29.889345550843895,44.5579340171745,168,26.710303929260128
4.212146074176828,680263,1.0,29.98442093869956,1189,29.806041339758103,44.66782410881694,169,26.705495961222415
4.208579260251663,684265,1.0,30.242737475842915,1178,30.060567101718885,45.022458744056,170,26.734610244831394
4.221294456727107,688265,1.0,30.374474635254465,1172,30.190361780697877,44.90319095797828,171,26.724397697594505
4.204821479618758,692266,1.0,30.050853587163047,1186,29.871487246486744,45.09618902296234,172,26.706606922583138
4.143109064890165,696266,1.0,29.97232914197142,1189,29.79423633934318,45.57428901749646,173,26.706403875781433
4.14490959041291,700269,1.0,29.917794772510213,1192,29.74042641123449,44.788478053884134,174,26.71489257890665
4.173752707216046,704271,1.0,30.198968920321988,1180,30.01751447560109,44.73380464703151,175,26.714251621107632
4.145240379036919,708272,1.0,30.023143687066334,1187,29.844273096682297,44.507665869787175,176,26.730168416366475
4.093623043932967,712273,1.0,29.926312062555475,1191,29.748945660113108,45.00364678281559,177,26.715018176494254
4.185103612802544,716274,1.0,30.078038282481675,1185,29.89834827648954,44.62559245112164,178,26.7248184475325
4.201841400541046,720275,1.0,30.229508246283178,1178,30.0474753922618,45.610538135487516,179,26.732084758902033
4.171851524511449,724277,1.0,29.9810294832228,1189,29.802698107752242,45.16312901422422,180,26.7281787398053
4.149240136533156,728278,1.0,29.835625376493102,1195,29.659444852333973,54.21079009862288,181,26.718144155051878
4.23720211630716,732280,1.0,30.079465083317874,1185,29.899604949261267,44.85444246650409,182,26.72823838131919
4.197608671480905,736282,1.0,30.11818755674519,1183,29.937784146567793,44.62771050258158,183,26.715466411687444
4.179937267653536,740284,1.0,30.062823240614634,1186,29.883374264794647,45.009128002433826,184,26.732226093241827
4.131594836622598,744285,1.0,29.86626427356124,1194,29.68973621596209,44.57952758887639,185,26.704861819417438
4.173309717035111,748287,1.0,29.93879075008399,1191,29.761093808544015,44.83123805804133,186,26.722189658830686
4.140791334510809,752288,1.0,30.23143830652846,1178,30.04952901845085,44.57234902816346,187,26.728097206749872
4.205360975079304,756289,1.0,29.97732507762286,1189,29.79899848699304,53.909071566426206,188,26.708460724318762
4.2048488934423425,760291,1.0,29.929513453072367,1192,29.751992989980856,45.274815809555804,189,26.729150791793142
4.147722687553679,764293,1.0,30.061708634823496,1186,29.882345552922597,44.68570097698776,190,26.70912130722241
4.3117190386263475,768294,1.0,30.454051947797996,1169,30.2685802606958,45.45744059969982,191,26.70781599470451
4.122639873086574,772294,1.0,30.01189606577769,1187,29.833207579824816,44.61994971753236,192,26.729351934469214
4.287507813471558,776294,1.0,30.20135141733426,1180,30.019768070996687,44.91008559064008,193,26.7037376969936
4.195788671727416,780296,1.0,30.131152637488746,1183,29.95066993598507,44.88117010171601,194,26.719665001067202
4.235365045531848,784297,1.0,30.2438879523046,1178,30.061681568840584,45.11360899272027,195,26.72427340778552
4.135031029012628,788300,1.0,29.9476883587584,1191,29.769955304893404,44.6586413476754,196,26.734334229116584
4.162207419927124,792301,1.0,29.82833851210361,1196,29.65234802574668,45.531351819580436,197,26.71966987648056
4.116868370590353,796303,1.0,29.942438708056564,1191,29.76482852143782,44.839089157091465,198,26.733074842565415
4.218183379108209,800305,1.0,30.365502801777303,1173,30.181528172799478,44.81107818852809,199,26.72252082203373
