Evaluation/MinReturn,Evaluation/TerminationRate,Evaluation/NumEpisodes,Evaluation/Iteration,TotalEnvSteps,Evaluation/MaxReturn,Evaluation/AverageDiscountedReturn,Evaluation/StdReturn,Evaluation/AverageReturn
26.769800772275126,1.0,739,0,4004,138.32988413287882,47.89593659929174,15.56008237041851,49.07404808179073
26.784272963346886,1.0,745,1,8007,129.43911783241546,47.47249151966579,15.467028330610185,48.62891890819567
26.76841327584627,1.0,749,2,12009,110.48483235685424,47.21038055110292,15.280031264023233,48.350906440818974
